date,v1,longtermdebt,totalshareholderequity,netincome,grossprofit,cap_rate,assets,NOI,cashonhand,debttoequityratio,revenue,totalliabilities,ebitda,eps,cpi
2019-01-14,10.640,9.375,8.348,0.024,0.257,0.005,18.033,0.093,0.143,1.161,0.433,9.685,0.239,,1.565
2019-01-15,10.690,9.372,8.345,0.024,0.257,0.005,18.029,0.093,0.143,1.162,0.433,9.684,0.239,,1.565
2019-01-16,10.820,9.369,8.343,0.024,0.257,0.005,18.026,0.093,0.143,1.162,0.434,9.683,0.239,,1.564
2019-01-17,11.060,9.367,8.340,0.024,0.257,0.005,18.023,0.093,0.142,1.162,0.434,9.682,0.239,,1.563
2019-01-18,11.080,9.364,8.338,0.024,0.257,0.005,18.019,0.093,0.142,1.162,0.434,9.681,0.239,,1.563
2019-01-22,10.990,9.361,8.336,0.024,0.257,0.005,18.016,0.093,0.142,1.162,0.434,9.680,0.239,,1.562
2019-01-23,11.000,9.359,8.333,0.024,0.257,0.005,18.012,0.093,0.142,1.162,0.434,9.679,0.239,,1.561
2019-01-24,11.040,9.356,8.331,0.024,0.257,0.005,18.009,0.093,0.141,1.163,0.434,9.678,0.239,,1.561
2019-01-25,11.270,9.353,8.328,0.024,0.257,0.005,18.006,0.093,0.141,1.163,0.434,9.677,0.239,,1.560
2019-01-28,11.450,9.351,8.326,0.024,0.257,0.005,18.002,0.093,0.141,1.163,0.434,9.676,0.239,,1.560
2019-01-29,11.610,9.348,8.324,0.024,0.257,0.005,17.999,0.093,0.141,1.163,0.434,9.675,0.240,,1.559
2019-01-30,11.640,9.345,8.321,0.024,0.257,0.005,17.996,0.093,0.140,1.163,0.434,9.674,0.240,,1.558
2019-01-31,11.730,9.342,8.319,0.024,0.257,0.005,17.992,0.093,0.140,1.163,0.434,9.673,0.240,,1.558
2019-02-01,11.750,9.340,8.316,0.024,0.257,0.005,17.989,0.093,0.140,1.164,0.434,9.672,0.240,,1.557
2019-02-04,11.950,9.337,8.314,0.024,0.257,0.005,17.985,0.093,0.140,1.164,0.434,9.671,0.240,,1.556
2019-02-05,11.960,9.334,8.312,0.023,0.258,0.005,17.982,0.093,0.140,1.164,0.434,9.670,0.240,,1.556
2019-02-06,11.730,9.332,8.309,0.023,0.258,0.005,17.979,0.093,0.139,1.164,0.434,9.669,0.240,,1.555
2019-02-07,11.790,9.329,8.307,0.023,0.258,0.005,17.975,0.093,0.139,1.164,0.434,9.668,0.240,,1.554
2019-02-08,11.900,9.326,8.305,0.023,0.258,0.005,17.972,0.093,0.139,1.164,0.434,9.667,0.240,,1.554
2019-02-11,11.950,9.324,8.302,0.023,0.258,0.005,17.969,0.093,0.139,1.165,0.434,9.666,0.240,,1.553
2019-02-12,11.910,9.321,8.300,0.023,0.258,0.005,17.965,0.093,0.138,1.165,0.434,9.665,0.240,,1.552
2019-02-13,11.960,9.318,8.297,0.023,0.258,0.005,17.962,0.093,0.138,1.165,0.434,9.664,0.240,,1.552
2019-02-14,11.860,9.315,8.295,0.023,0.258,0.005,17.958,0.094,0.138,1.165,0.434,9.663,0.240,,1.551
2019-02-15,12.260,9.313,8.293,0.023,0.258,0.005,17.955,0.094,0.138,1.165,0.435,9.662,0.241,,1.550
2019-02-19,12.320,9.310,8.290,0.023,0.258,0.005,17.952,0.094,0.138,1.165,0.435,9.661,0.241,,1.549
2019-02-20,12.110,9.307,8.288,0.023,0.258,0.005,17.948,0.094,0.137,1.165,0.435,9.660,0.241,,1.549
2019-02-21,12.110,9.305,8.285,0.023,0.258,0.005,17.945,0.094,0.137,1.166,0.435,9.659,0.241,,1.548
2019-02-22,12.020,9.302,8.283,0.023,0.258,0.005,17.942,0.094,0.137,1.166,0.435,9.658,0.241,,1.547
2019-02-25,11.990,9.299,8.281,0.023,0.258,0.005,17.938,0.094,0.137,1.166,0.435,9.657,0.241,,1.547
2019-02-26,12.010,9.297,8.278,0.023,0.258,0.005,17.935,0.094,0.136,1.166,0.435,9.656,0.241,,1.546
2019-02-27,12.020,9.294,8.276,0.022,0.259,0.005,17.932,0.094,0.136,1.166,0.435,9.655,0.241,,1.545
2019-02-28,11.990,9.291,8.274,0.022,0.259,0.005,17.928,0.094,0.136,1.166,0.435,9.654,0.241,,1.545
2019-03-01,11.880,9.289,8.271,0.022,0.259,0.005,17.925,0.094,0.136,1.167,0.435,9.653,0.241,,1.544
2019-03-04,12.090,9.286,8.269,0.022,0.259,0.005,17.921,0.094,0.136,1.167,0.435,9.652,0.241,,1.540
2019-03-05,12.130,9.283,8.266,0.022,0.259,0.005,17.918,0.094,0.135,1.167,0.435,9.651,0.241,,1.537
2019-03-06,12.180,9.280,8.264,0.022,0.259,0.005,17.915,0.094,0.135,1.167,0.435,9.650,0.242,,1.533
2019-03-07,12.170,9.278,8.262,0.022,0.259,0.005,17.911,0.094,0.135,1.167,0.435,9.649,0.242,,1.529
2019-03-08,12.220,9.275,8.259,0.022,0.259,0.005,17.908,0.094,0.135,1.167,0.435,9.648,0.242,,1.526
2019-03-11,12.270,9.272,8.257,0.022,0.259,0.005,17.905,0.094,0.134,1.168,0.435,9.647,0.242,,1.522
2019-03-12,12.260,9.270,8.254,0.022,0.259,0.005,17.901,0.094,0.134,1.168,0.435,9.646,0.242,,1.518
2019-03-13,12.330,9.267,8.252,0.022,0.259,0.005,17.898,0.094,0.134,1.168,0.435,9.645,0.242,,1.515
2019-03-14,12.440,9.264,8.250,0.022,0.259,0.005,17.894,0.094,0.134,1.168,0.435,9.644,0.242,,1.511
2019-03-15,12.440,9.262,8.247,0.022,0.259,0.005,17.891,0.094,0.133,1.168,0.435,9.643,0.242,,1.507
2019-03-18,12.270,9.259,8.245,0.022,0.259,0.005,17.888,0.094,0.133,1.168,0.436,9.642,0.242,,1.504
2019-03-19,12.150,9.256,8.242,0.022,0.259,0.005,17.884,0.094,0.133,1.169,0.436,9.641,0.242,,1.500
2019-03-20,12.150,9.254,8.240,0.022,0.259,0.005,17.881,0.094,0.133,1.169,0.436,9.640,0.242,,1.496
2019-03-21,12.440,9.251,8.238,0.021,0.260,0.005,17.878,0.094,0.133,1.169,0.436,9.639,0.242,,1.492
2019-03-22,12.530,9.248,8.235,0.021,0.260,0.005,17.874,0.094,0.132,1.169,0.436,9.638,0.243,,1.489
2019-03-25,12.550,9.245,8.233,0.021,0.260,0.005,17.871,0.094,0.132,1.169,0.436,9.637,0.243,,1.485
2019-03-26,12.690,9.243,8.231,0.021,0.260,0.005,17.867,0.094,0.132,1.169,0.436,9.636,0.243,,1.481
2019-03-27,12.590,9.240,8.228,0.021,0.260,0.005,17.864,0.094,0.132,1.170,0.436,9.635,0.243,,1.478
2019-03-28,12.610,9.237,8.226,0.021,0.260,0.005,17.861,0.094,0.131,1.170,0.436,9.634,0.243,,1.474
2019-03-29,12.690,9.235,8.223,0.021,0.260,0.005,17.857,0.094,0.131,1.170,0.436,9.633,0.243,,1.470
2019-03-31,12.730,9.232,8.221,0.021,0.260,0.005,17.854,0.094,0.131,1.170,0.436,9.632,0.243,$0.04,1.467
2019-04-01,12.770,9.230,8.218,0.021,0.260,0.005,17.852,0.094,0.130,1.170,0.436,9.633,0.243,,1.463
2019-04-02,12.820,9.228,8.215,0.022,0.260,0.005,17.850,0.094,0.129,1.171,0.436,9.633,0.243,,1.458
2019-04-03,12.850,9.227,8.212,0.022,0.260,0.005,17.847,0.095,0.128,1.171,0.436,9.634,0.244,,1.453
2019-04-04,12.830,9.225,8.210,0.022,0.260,0.005,17.845,0.095,0.128,1.172,0.436,9.635,0.244,,1.449
2019-04-05,12.870,9.223,8.207,0.022,0.260,0.005,17.843,0.095,0.127,1.172,0.436,9.636,0.244,,1.444
2019-04-08,12.790,9.221,8.204,0.023,0.260,0.005,17.841,0.095,0.126,1.173,0.437,9.636,0.244,,1.439
2019-04-09,12.640,9.219,8.201,0.023,0.260,0.005,17.839,0.096,0.125,1.173,0.437,9.637,0.244,,1.434
2019-04-10,12.730,9.218,8.198,0.023,0.260,0.005,17.836,0.096,0.124,1.174,0.437,9.638,0.245,,1.429
2019-04-11,12.860,9.216,8.195,0.024,0.260,0.005,17.834,0.096,0.123,1.174,0.437,9.638,0.245,,1.425
2019-04-12,13.060,9.214,8.192,0.024,0.260,0.005,17.832,0.096,0.123,1.175,0.437,9.639,0.245,,1.420
2019-04-15,13.100,9.212,8.189,0.024,0.260,0.005,17.830,0.096,0.122,1.175,0.437,9.640,0.245,,1.415
2019-04-16,12.790,9.210,8.187,0.024,0.260,0.005,17.828,0.097,0.121,1.176,0.437,9.640,0.245,,1.410
2019-04-17,12.690,9.209,8.184,0.025,0.260,0.005,17.826,0.097,0.120,1.176,0.437,9.641,0.246,,1.405
2019-04-18,12.810,9.207,8.181,0.025,0.260,0.005,17.823,0.097,0.119,1.177,0.437,9.642,0.246,,1.400
2019-04-22,12.600,9.205,8.178,0.025,0.260,0.005,17.821,0.097,0.118,1.177,0.437,9.643,0.246,,1.396
2019-04-23,12.750,9.203,8.175,0.026,0.260,0.005,17.819,0.098,0.118,1.178,0.438,9.643,0.246,,1.391
2019-04-24,12.940,9.201,8.172,0.026,0.260,0.005,17.817,0.098,0.117,1.178,0.438,9.644,0.246,,1.386
2019-04-25,13.010,9.200,8.169,0.026,0.260,0.005,17.815,0.098,0.116,1.178,0.438,9.645,0.247,,1.381
2019-04-26,13.130,9.198,8.166,0.026,0.260,0.006,17.812,0.098,0.115,1.179,0.438,9.645,0.247,,1.376
2019-04-29,12.990,9.196,8.164,0.027,0.260,0.006,17.810,0.098,0.114,1.179,0.438,9.646,0.247,,1.372
2019-04-30,13.050,9.194,8.161,0.027,0.260,0.006,17.808,0.099,0.113,1.180,0.438,9.647,0.247,,1.367
2019-05-01,13.010,9.192,8.158,0.027,0.260,0.006,17.806,0.099,0.112,1.180,0.438,9.647,0.247,,1.362
2019-05-02,13.000,9.191,8.155,0.027,0.260,0.006,17.804,0.099,0.112,1.181,0.438,9.648,0.248,,1.359
2019-05-03,13.070,9.189,8.152,0.028,0.260,0.006,17.801,0.099,0.111,1.181,0.438,9.649,0.248,,1.356
2019-05-06,13.050,9.187,8.149,0.028,0.260,0.006,17.799,0.099,0.110,1.182,0.438,9.650,0.248,,1.354
2019-05-07,12.920,9.185,8.146,0.028,0.260,0.006,17.797,0.100,0.109,1.182,0.438,9.650,0.248,,1.351
2019-05-08,12.830,9.183,8.143,0.029,0.260,0.006,17.795,0.100,0.108,1.183,0.439,9.651,0.248,,1.348
2019-05-09,12.960,9.182,8.141,0.029,0.260,0.006,17.793,0.100,0.107,1.183,0.439,9.652,0.249,,1.345
2019-05-10,13.140,9.180,8.138,0.029,0.260,0.006,17.791,0.100,0.107,1.184,0.439,9.652,0.249,,1.343
2019-05-13,13.040,9.178,8.135,0.029,0.260,0.006,17.788,0.101,0.106,1.184,0.439,9.653,0.249,,1.340
2019-05-14,13.000,9.176,8.132,0.030,0.260,0.006,17.786,0.101,0.105,1.185,0.439,9.654,0.249,,1.337
2019-05-15,13.110,9.174,8.129,0.030,0.260,0.006,17.784,0.101,0.104,1.185,0.439,9.654,0.250,,1.334
2019-05-16,13.290,9.173,8.126,0.030,0.259,0.006,17.782,0.101,0.103,1.185,0.439,9.655,0.250,,1.332
2019-05-17,13.310,9.171,8.123,0.031,0.259,0.006,17.780,0.101,0.102,1.186,0.439,9.656,0.250,,1.329
2019-05-20,13.200,9.169,8.120,0.031,0.259,0.006,17.777,0.102,0.101,1.186,0.439,9.657,0.250,,1.326
2019-05-21,13.360,9.167,8.118,0.031,0.259,0.006,17.775,0.102,0.101,1.187,0.439,9.657,0.250,,1.323
2019-05-22,13.350,9.166,8.115,0.031,0.259,0.006,17.773,0.102,0.100,1.187,0.439,9.658,0.251,,1.320
2019-05-23,13.410,9.164,8.112,0.032,0.259,0.006,17.771,0.102,0.099,1.188,0.440,9.659,0.251,,1.318
2019-05-24,13.530,9.162,8.109,0.032,0.259,0.006,17.769,0.103,0.098,1.188,0.440,9.659,0.251,,1.315
2019-05-28,13.340,9.160,8.106,0.032,0.259,0.006,17.766,0.103,0.097,1.189,0.440,9.660,0.251,,1.312
2019-05-29,13.270,9.158,8.103,0.033,0.259,0.006,17.764,0.103,0.096,1.189,0.440,9.661,0.251,,1.309
2019-05-30,13.350,9.157,8.100,0.033,0.259,0.006,17.762,0.103,0.096,1.190,0.440,9.662,0.252,,1.307
2019-05-31,13.460,9.155,8.097,0.033,0.259,0.006,17.760,0.103,0.095,1.190,0.440,9.662,0.252,,1.304
2019-06-03,13.550,9.153,8.094,0.033,0.259,0.006,17.758,0.104,0.094,1.191,0.440,9.663,0.252,,1.301
2019-06-04,13.700,9.151,8.092,0.034,0.259,0.006,17.756,0.104,0.093,1.191,0.440,9.664,0.252,,1.298
2019-06-05,13.820,9.149,8.089,0.034,0.259,0.006,17.753,0.104,0.092,1.192,0.440,9.664,0.252,,1.296
2019-06-06,13.960,9.148,8.086,0.034,0.259,0.006,17.751,0.104,0.091,1.192,0.440,9.665,0.253,,1.293
2019-06-07,13.990,9.146,8.083,0.034,0.259,0.006,17.749,0.104,0.090,1.192,0.440,9.666,0.253,,1.290
2019-06-10,14.070,9.144,8.080,0.035,0.259,0.006,17.747,0.105,0.090,1.193,0.441,9.666,0.253,,1.287
2019-06-11,14.150,9.142,8.077,0.035,0.259,0.006,17.745,0.105,0.089,1.193,0.441,9.667,0.253,,1.285
2019-06-12,14.160,9.140,8.074,0.035,0.259,0.006,17.742,0.105,0.088,1.194,0.441,9.668,0.253,,1.282
2019-06-13,14.220,9.139,8.072,0.036,0.259,0.006,17.740,0.105,0.087,1.194,0.441,9.669,0.254,,1.279
2019-06-14,14.340,9.137,8.069,0.036,0.259,0.006,17.738,0.106,0.086,1.195,0.441,9.669,0.254,,1.276
2019-06-17,14.430,9.135,8.066,0.036,0.259,0.006,17.736,0.106,0.085,1.195,0.441,9.670,0.254,,1.273
2019-06-18,14.440,9.133,8.063,0.036,0.259,0.006,17.734,0.106,0.085,1.196,0.441,9.671,0.254,,1.271
2019-06-19,14.570,9.131,8.060,0.037,0.259,0.006,17.731,0.106,0.084,1.196,0.441,9.671,0.254,,1.268
2019-06-20,14.530,9.130,8.057,0.037,0.259,0.006,17.729,0.106,0.083,1.197,0.441,9.672,0.255,,1.265
2019-06-21,14.260,9.128,8.054,0.037,0.259,0.006,17.727,0.107,0.082,1.197,0.441,9.673,0.255,,1.262
2019-06-24,14.170,9.126,8.051,0.038,0.259,0.006,17.725,0.107,0.081,1.198,0.442,9.673,0.255,,1.260
2019-06-25,14.210,9.124,8.049,0.038,0.259,0.006,17.723,0.107,0.080,1.198,0.442,9.674,0.255,,1.257
2019-06-26,13.880,9.122,8.046,0.038,0.259,0.006,17.721,0.107,0.080,1.199,0.442,9.675,0.255,,1.254
2019-06-27,13.930,9.121,8.043,0.038,0.259,0.006,17.718,0.108,0.079,1.199,0.442,9.676,0.256,,1.251
2019-06-28,14.040,9.119,8.040,0.039,0.259,0.006,17.716,0.108,0.078,1.200,0.442,9.676,0.256,,1.249
2019-06-30,14.235,9.117,8.037,0.039,0.259,0.006,17.714,0.108,0.077,1.200,0.442,9.677,0.256,$0.07,1.246
2019-07-01,14.430,9.112,8.039,0.039,0.259,0.006,17.713,0.108,0.077,1.199,0.442,9.674,0.256,,1.243
2019-07-02,14.650,9.107,8.041,0.039,0.259,0.006,17.712,0.108,0.077,1.199,0.442,9.671,0.256,,1.242
2019-07-03,14.780,9.102,8.044,0.039,0.259,0.006,17.711,0.108,0.077,1.198,0.442,9.668,0.255,,1.241
2019-07-05,14.730,9.098,8.046,0.039,0.259,0.006,17.711,0.107,0.077,1.198,0.442,9.665,0.255,,1.240
2019-07-08,14.850,9.093,8.048,0.039,0.258,0.006,17.710,0.107,0.077,1.197,0.442,9.662,0.255,,1.239
2019-07-09,15.030,9.088,8.050,0.039,0.258,0.006,17.709,0.107,0.077,1.196,0.442,9.659,0.255,,1.238
2019-07-10,15.070,9.083,8.052,0.038,0.258,0.006,17.708,0.107,0.078,1.196,0.442,9.656,0.255,,1.236
2019-07-11,14.970,9.078,8.055,0.038,0.258,0.006,17.707,0.107,0.078,1.195,0.442,9.653,0.254,,1.235
2019-07-12,15.010,9.073,8.057,0.038,0.258,0.006,17.706,0.107,0.078,1.194,0.442,9.650,0.254,,1.234
2019-07-15,15.060,9.068,8.059,0.038,0.258,0.006,17.706,0.106,0.078,1.194,0.442,9.647,0.254,,1.233
2019-07-16,15.040,9.063,8.061,0.038,0.258,0.006,17.705,0.106,0.078,1.193,0.442,9.644,0.254,,1.232
2019-07-17,14.970,9.058,8.063,0.038,0.258,0.006,17.704,0.106,0.078,1.192,0.442,9.641,0.254,,1.231
2019-07-18,14.900,9.054,8.065,0.038,0.258,0.006,17.703,0.106,0.078,1.192,0.442,9.638,0.254,,1.230
2019-07-19,14.540,9.049,8.068,0.038,0.257,0.006,17.702,0.106,0.078,1.191,0.442,9.635,0.253,,1.229
2019-07-22,14.610,9.044,8.070,0.038,0.257,0.006,17.701,0.106,0.078,1.191,0.442,9.632,0.253,,1.228
2019-07-23,14.730,9.039,8.072,0.038,0.257,0.006,17.700,0.106,0.078,1.190,0.442,9.629,0.253,,1.227
2019-07-24,14.620,9.034,8.074,0.038,0.257,0.006,17.700,0.105,0.078,1.189,0.442,9.626,0.253,,1.226
2019-07-25,14.680,9.029,8.076,0.038,0.257,0.006,17.699,0.105,0.078,1.189,0.442,9.623,0.253,,1.224
2019-07-26,14.720,9.024,8.079,0.038,0.257,0.006,17.698,0.105,0.078,1.188,0.442,9.620,0.252,,1.223
2019-07-29,14.830,9.020,8.081,0.037,0.257,0.006,17.697,0.105,0.079,1.188,0.442,9.617,0.252,,1.222
2019-07-30,14.930,9.015,8.083,0.037,0.257,0.006,17.696,0.105,0.079,1.187,0.442,9.614,0.252,,1.221
2019-07-31,14.770,9.010,8.085,0.037,0.257,0.006,17.695,0.105,0.079,1.186,0.442,9.611,0.252,,1.220
2019-08-01,14.760,9.005,8.087,0.037,0.256,0.006,17.695,0.104,0.079,1.186,0.442,9.608,0.252,,1.219
2019-08-02,14.880,9.000,8.090,0.037,0.256,0.006,17.694,0.104,0.079,1.185,0.442,9.605,0.252,,1.221
2019-08-05,14.580,8.995,8.092,0.037,0.256,0.006,17.693,0.104,0.079,1.184,0.442,9.602,0.251,,1.222
2019-08-06,14.720,8.990,8.094,0.037,0.256,0.006,17.692,0.104,0.079,1.184,0.442,9.599,0.251,,1.224
2019-08-07,14.840,8.985,8.096,0.037,0.256,0.006,17.691,0.104,0.079,1.183,0.442,9.596,0.251,,1.225
2019-08-08,14.980,8.981,8.098,0.037,0.256,0.006,17.690,0.104,0.079,1.182,0.442,9.593,0.251,,1.227
2019-08-09,14.980,8.976,8.100,0.037,0.256,0.006,17.690,0.103,0.079,1.182,0.442,9.590,0.251,,1.228
2019-08-12,14.950,8.971,8.103,0.037,0.256,0.006,17.689,0.103,0.079,1.181,0.442,9.587,0.250,,1.230
2019-08-13,14.990,8.966,8.105,0.037,0.256,0.006,17.688,0.103,0.079,1.181,0.442,9.584,0.250,,1.231
2019-08-14,14.850,8.961,8.107,0.037,0.256,0.006,17.687,0.103,0.080,1.180,0.442,9.580,0.250,,1.233
2019-08-15,14.980,8.956,8.109,0.036,0.255,0.006,17.686,0.103,0.080,1.179,0.443,9.577,0.250,,1.234
2019-08-16,15.230,8.951,8.111,0.036,0.255,0.006,17.685,0.103,0.080,1.179,0.443,9.574,0.250,,1.236
2019-08-19,15.370,8.946,8.114,0.036,0.255,0.006,17.684,0.103,0.080,1.178,0.443,9.571,0.249,,1.237
2019-08-20,15.290,8.942,8.116,0.036,0.255,0.006,17.684,0.102,0.080,1.178,0.443,9.568,0.249,,1.239
2019-08-21,15.360,8.937,8.118,0.036,0.255,0.006,17.683,0.102,0.080,1.177,0.443,9.565,0.249,,1.240
2019-08-22,15.610,8.932,8.120,0.036,0.255,0.006,17.682,0.102,0.080,1.176,0.443,9.562,0.249,,1.242
2019-08-23,15.370,8.927,8.122,0.036,0.255,0.006,17.681,0.102,0.080,1.176,0.443,9.559,0.249,,1.243
2019-08-26,15.610,8.922,8.124,0.036,0.255,0.006,17.680,0.102,0.080,1.175,0.443,9.556,0.248,,1.245
2019-08-27,15.630,8.917,8.127,0.036,0.255,0.006,17.679,0.102,0.080,1.174,0.443,9.553,0.248,,1.246
2019-08-28,15.460,8.912,8.129,0.036,0.254,0.006,17.679,0.101,0.080,1.174,0.443,9.550,0.248,,1.248
2019-08-29,15.560,8.907,8.131,0.036,0.254,0.006,17.678,0.101,0.080,1.173,0.443,9.547,0.248,,1.249
2019-08-30,15.470,8.902,8.133,0.036,0.254,0.006,17.677,0.101,0.080,1.172,0.443,9.544,0.248,,1.251
2019-09-03,15.670,8.898,8.135,0.035,0.254,0.006,17.676,0.101,0.081,1.172,0.443,9.541,0.248,,1.252
2019-09-04,15.620,8.893,8.138,0.035,0.254,0.006,17.675,0.101,0.081,1.171,0.443,9.538,0.247,,1.254
2019-09-05,15.390,8.888,8.140,0.035,0.254,0.006,17.674,0.101,0.081,1.171,0.443,9.535,0.247,,1.255
2019-09-06,15.480,8.883,8.142,0.035,0.254,0.006,17.674,0.100,0.081,1.170,0.443,9.532,0.247,,1.256
2019-09-09,15.250,8.878,8.144,0.035,0.254,0.006,17.673,0.100,0.081,1.169,0.443,9.529,0.247,,1.258
2019-09-10,15.040,8.873,8.146,0.035,0.254,0.006,17.672,0.100,0.081,1.169,0.443,9.526,0.247,,1.260
2019-09-11,14.940,8.868,8.149,0.035,0.253,0.006,17.671,0.100,0.081,1.168,0.443,9.523,0.246,,1.261
2019-09-12,15.030,8.864,8.151,0.035,0.253,0.006,17.670,0.100,0.081,1.168,0.443,9.520,0.246,,1.262
2019-09-13,14.980,8.859,8.153,0.035,0.253,0.006,17.669,0.100,0.081,1.167,0.443,9.517,0.246,,1.264
2019-09-16,15.160,8.854,8.155,0.035,0.253,0.006,17.668,0.100,0.081,1.166,0.443,9.514,0.246,,1.266
2019-09-17,15.320,8.849,8.157,0.035,0.253,0.006,17.668,0.099,0.081,1.166,0.443,9.511,0.246,,1.267
2019-09-18,15.330,8.844,8.159,0.035,0.253,0.006,17.667,0.099,0.081,1.165,0.443,9.508,0.246,,1.268
2019-09-19,15.580,8.839,8.162,0.035,0.253,0.006,17.666,0.099,0.081,1.164,0.443,9.505,0.245,,1.270
2019-09-20,15.730,8.834,8.164,0.034,0.253,0.006,17.665,0.099,0.082,1.164,0.443,9.502,0.245,,1.272
2019-09-23,15.510,8.829,8.166,0.034,0.253,0.006,17.664,0.099,0.082,1.163,0.443,9.499,0.245,,1.273
2019-09-24,15.630,8.824,8.168,0.034,0.252,0.006,17.663,0.099,0.082,1.162,0.443,9.496,0.245,,1.274
2019-09-25,15.810,8.820,8.170,0.034,0.252,0.006,17.663,0.098,0.082,1.162,0.443,9.493,0.245,,1.276
2019-09-26,15.980,8.815,8.173,0.034,0.252,0.006,17.662,0.098,0.082,1.161,0.443,9.490,0.244,,1.278
2019-09-27,15.920,8.810,8.175,0.034,0.252,0.006,17.661,0.098,0.082,1.161,0.443,9.487,0.244,,1.279
2019-09-30,15.920,8.805,8.177,0.034,0.252,0.006,17.660,0.098,0.082,1.160,0.443,9.484,0.244,$0.06,1.280
2019-10-01,15.750,8.802,8.178,0.034,0.252,0.006,17.656,0.098,0.082,1.159,0.443,9.478,0.244,,1.282
2019-10-02,15.830,8.799,8.180,0.035,0.252,0.006,17.652,0.098,0.082,1.158,0.443,9.473,0.244,,1.287
2019-10-03,15.880,8.796,8.181,0.035,0.252,0.006,17.647,0.098,0.082,1.157,0.443,9.467,0.244,,1.293
2019-10-04,15.980,8.793,8.183,0.035,0.253,0.006,17.643,0.098,0.083,1.156,0.443,9.462,0.245,,1.298
2019-10-07,15.900,8.790,8.184,0.035,0.253,0.006,17.639,0.099,0.083,1.155,0.443,9.456,0.245,,1.303
2019-10-08,15.780,8.787,8.185,0.036,0.253,0.006,17.635,0.099,0.083,1.154,0.443,9.451,0.245,,1.309
2019-10-09,16.040,8.784,8.187,0.036,0.253,0.006,17.631,0.099,0.083,1.153,0.443,9.445,0.245,,1.314
2019-10-10,16.120,8.781,8.188,0.036,0.253,0.006,17.627,0.099,0.083,1.152,0.443,9.439,0.245,,1.319
2019-10-11,16.070,8.778,8.190,0.037,0.253,0.006,17.622,0.099,0.083,1.152,0.443,9.434,0.245,,1.325
2019-10-14,16.060,8.775,8.191,0.037,0.254,0.006,17.618,0.099,0.084,1.151,0.443,9.428,0.246,,1.330
2019-10-15,16.160,8.772,8.192,0.037,0.254,0.006,17.614,0.099,0.084,1.150,0.443,9.423,0.246,,1.335
2019-10-16,16.190,8.769,8.194,0.037,0.254,0.006,17.610,0.100,0.084,1.149,0.443,9.417,0.246,,1.341
2019-10-17,16.150,8.766,8.195,0.038,0.254,0.006,17.606,0.100,0.084,1.148,0.443,9.411,0.246,,1.346
2019-10-18,16.400,8.763,8.196,0.038,0.254,0.006,17.602,0.100,0.084,1.147,0.443,9.406,0.246,,1.352
2019-10-21,16.520,8.760,8.198,0.038,0.254,0.006,17.597,0.100,0.084,1.146,0.443,9.400,0.246,,1.357
2019-10-22,16.330,8.758,8.199,0.038,0.254,0.006,17.593,0.100,0.084,1.145,0.443,9.395,0.246,,1.362
2019-10-23,16.380,8.755,8.201,0.039,0.255,0.006,17.589,0.100,0.085,1.144,0.443,9.389,0.247,,1.368
2019-10-24,16.410,8.752,8.202,0.039,0.255,0.006,17.585,0.100,0.085,1.143,0.443,9.384,0.247,,1.373
2019-10-25,16.410,8.749,8.203,0.039,0.255,0.006,17.581,0.100,0.085,1.142,0.443,9.378,0.247,,1.378
2019-10-28,16.350,8.746,8.205,0.040,0.255,0.006,17.577,0.100,0.085,1.141,0.443,9.372,0.247,,1.384
2019-10-29,16.360,8.743,8.206,0.040,0.255,0.006,17.572,0.101,0.085,1.140,0.443,9.367,0.247,,1.389
2019-10-30,16.180,8.740,8.208,0.040,0.255,0.006,17.568,0.101,0.085,1.139,0.443,9.361,0.247,,1.394
2019-10-31,16.360,8.737,8.209,0.040,0.256,0.006,17.564,0.101,0.086,1.138,0.443,9.356,0.248,,1.400
2019-11-01,16.380,8.734,8.210,0.041,0.256,0.006,17.560,0.101,0.086,1.138,0.443,9.350,0.248,,1.405
2019-11-04,16.150,8.731,8.212,0.041,0.256,0.006,17.556,0.101,0.086,1.137,0.443,9.345,0.248,,1.411
2019-11-05,15.740,8.728,8.213,0.041,0.256,0.006,17.552,0.101,0.086,1.136,0.443,9.339,0.248,,1.417
2019-11-06,15.940,8.725,8.215,0.042,0.256,0.006,17.547,0.101,0.086,1.135,0.443,9.333,0.248,,1.423
2019-11-07,15.680,8.722,8.216,0.042,0.256,0.006,17.543,0.102,0.086,1.134,0.443,9.328,0.248,,1.429
2019-11-08,15.680,8.719,8.217,0.042,0.257,0.006,17.539,0.102,0.087,1.133,0.443,9.322,0.249,,1.435
2019-11-11,15.650,8.716,8.219,0.042,0.257,0.006,17.535,0.102,0.087,1.132,0.443,9.317,0.249,,1.441
2019-11-12,15.550,8.713,8.220,0.043,0.257,0.006,17.531,0.102,0.087,1.131,0.443,9.311,0.249,,1.447
2019-11-13,15.850,8.710,8.221,0.043,0.257,0.006,17.526,0.102,0.087,1.130,0.444,9.306,0.249,,1.453
2019-11-14,15.940,8.707,8.223,0.043,0.257,0.006,17.522,0.102,0.087,1.129,0.444,9.300,0.249,,1.459
2019-11-15,15.930,8.704,8.224,0.044,0.257,0.006,17.518,0.102,0.087,1.128,0.444,9.294,0.249,,1.465
2019-11-18,15.930,8.701,8.226,0.044,0.257,0.006,17.514,0.102,0.087,1.127,0.444,9.289,0.249,,1.471
