date,v1,longtermdebt,totalshareholderequity,netincome,grossprofit,cap_rate,assets,NOI,cashonhand,debttoequityratio,revenue,totalliabilities,ebitda,eps,cpi
2021-01-20,17.040,8.188,8.571,0.068,0.283,0.007,17.503,0.127,0.208,1.046,0.466,8.932,0.271,,1.574
2021-01-21,17.070,8.188,8.572,0.068,0.283,0.007,17.503,0.127,0.207,1.046,0.466,8.930,0.271,,1.577
2021-01-22,17.030,8.188,8.573,0.068,0.283,0.007,17.502,0.127,0.207,1.045,0.467,8.929,0.271,,1.580
2021-01-25,16.830,8.188,8.575,0.068,0.283,0.007,17.502,0.127,0.207,1.045,0.467,8.927,0.271,,1.583
2021-01-26,16.880,8.187,8.576,0.067,0.284,0.007,17.502,0.127,0.206,1.045,0.467,8.926,0.271,,1.586
2021-01-27,16.290,8.187,8.577,0.067,0.284,0.007,17.502,0.127,0.206,1.044,0.467,8.924,0.272,,1.589
2021-01-28,16.460,8.187,8.578,0.067,0.284,0.007,17.501,0.127,0.205,1.044,0.467,8.923,0.272,,1.591
2021-01-29,16.730,8.187,8.580,0.067,0.284,0.007,17.501,0.127,0.205,1.044,0.467,8.921,0.272,,1.594
2021-02-01,17.260,8.187,8.581,0.066,0.284,0.007,17.501,0.127,0.204,1.043,0.468,8.920,0.272,,1.597
2021-02-02,17.170,8.187,8.582,0.066,0.284,0.007,17.500,0.127,0.204,1.043,0.468,8.918,0.272,,1.598
2021-02-03,17.020,8.187,8.583,0.066,0.285,0.007,17.500,0.127,0.204,1.043,0.468,8.917,0.273,,1.600
2021-02-04,17.080,8.187,8.585,0.066,0.285,0.007,17.500,0.127,0.203,1.042,0.468,8.915,0.273,,1.601
2021-02-05,17.030,8.187,8.586,0.065,0.285,0.007,17.500,0.127,0.203,1.042,0.468,8.914,0.273,,1.603
2021-02-08,17.070,8.187,8.587,0.065,0.285,0.007,17.499,0.127,0.202,1.042,0.469,8.912,0.273,,1.604
2021-02-09,17.290,8.186,8.588,0.065,0.285,0.007,17.499,0.127,0.202,1.041,0.469,8.911,0.274,,1.606
2021-02-10,17.330,8.186,8.590,0.065,0.285,0.007,17.499,0.127,0.201,1.041,0.469,8.909,0.274,,1.607
2021-02-11,17.490,8.186,8.591,0.065,0.286,0.007,17.499,0.127,0.201,1.041,0.469,8.908,0.274,,1.609
2021-02-12,17.590,8.186,8.592,0.064,0.286,0.007,17.498,0.127,0.201,1.040,0.469,8.906,0.274,,1.610
2021-02-16,17.540,8.186,8.593,0.064,0.286,0.007,17.498,0.127,0.200,1.040,0.469,8.905,0.274,,1.612
2021-02-17,17.220,8.186,8.595,0.064,0.286,0.007,17.498,0.128,0.200,1.040,0.470,8.903,0.275,,1.613
2021-02-18,16.900,8.186,8.596,0.064,0.286,0.007,17.498,0.128,0.199,1.040,0.470,8.902,0.275,,1.615
2021-02-19,17.010,8.186,8.597,0.063,0.286,0.007,17.497,0.128,0.199,1.039,0.470,8.900,0.275,,1.616
2021-02-22,16.740,8.186,8.598,0.063,0.287,0.007,17.497,0.128,0.199,1.039,0.470,8.899,0.275,,1.618
2021-02-23,16.940,8.186,8.600,0.063,0.287,0.007,17.497,0.128,0.198,1.039,0.470,8.897,0.275,,1.619
2021-02-24,16.950,8.185,8.601,0.063,0.287,0.007,17.497,0.128,0.198,1.038,0.470,8.896,0.276,,1.621
2021-02-25,16.860,8.185,8.602,0.063,0.287,0.007,17.496,0.128,0.197,1.038,0.471,8.894,0.276,,1.622
2021-02-26,16.530,8.185,8.603,0.062,0.287,0.007,17.496,0.128,0.197,1.038,0.471,8.893,0.276,,1.624
2021-03-01,16.640,8.185,8.605,0.062,0.287,0.007,17.496,0.128,0.196,1.037,0.471,8.891,0.276,,1.625
2021-03-02,16.620,8.185,8.606,0.062,0.288,0.007,17.496,0.128,0.196,1.037,0.471,8.890,0.277,,1.625
2021-03-03,16.260,8.185,8.607,0.062,0.288,0.007,17.495,0.128,0.196,1.037,0.471,8.888,0.277,,1.625
2021-03-04,16.140,8.185,8.608,0.061,0.288,0.007,17.495,0.128,0.195,1.036,0.472,8.887,0.277,,1.624
2021-03-05,16.120,8.185,8.610,0.061,0.288,0.007,17.495,0.128,0.195,1.036,0.472,8.885,0.277,,1.624
2021-03-08,16.160,8.185,8.611,0.061,0.288,0.007,17.494,0.128,0.194,1.036,0.472,8.884,0.277,,1.624
2021-03-09,16.390,8.185,8.612,0.061,0.288,0.007,17.494,0.128,0.194,1.035,0.472,8.882,0.278,,1.624
2021-03-10,16.620,8.184,8.613,0.060,0.289,0.007,17.494,0.128,0.193,1.035,0.472,8.881,0.278,,1.623
2021-03-11,16.860,8.184,8.615,0.060,0.289,0.007,17.494,0.128,0.193,1.035,0.472,8.879,0.278,,1.623
2021-03-12,17.500,8.184,8.616,0.060,0.289,0.007,17.493,0.128,0.193,1.034,0.473,8.878,0.278,,1.623
2021-03-15,17.790,8.184,8.617,0.060,0.289,0.007,17.493,0.128,0.192,1.034,0.473,8.876,0.278,,1.623
2021-03-16,17.660,8.184,8.618,0.060,0.289,0.007,17.493,0.128,0.192,1.034,0.473,8.875,0.279,,1.623
2021-03-17,17.580,8.184,8.620,0.059,0.289,0.007,17.493,0.129,0.191,1.033,0.473,8.873,0.279,,1.622
2021-03-18,17.640,8.184,8.621,0.059,0.290,0.007,17.492,0.129,0.191,1.033,0.473,8.872,0.279,,1.622
2021-03-19,17.370,8.184,8.622,0.059,0.290,0.007,17.492,0.129,0.190,1.033,0.474,8.870,0.279,,1.622
2021-03-22,17.640,8.184,8.623,0.059,0.290,0.007,17.492,0.129,0.190,1.032,0.474,8.869,0.280,,1.622
2021-03-23,17.620,8.184,8.625,0.058,0.290,0.007,17.492,0.129,0.190,1.032,0.474,8.867,0.280,,1.622
2021-03-24,17.650,8.183,8.626,0.058,0.290,0.007,17.491,0.129,0.189,1.032,0.474,8.866,0.280,,1.621
2021-03-25,17.970,8.183,8.627,0.058,0.290,0.007,17.491,0.129,0.189,1.031,0.474,8.864,0.280,,1.621
2021-03-26,18.330,8.183,8.628,0.058,0.291,0.007,17.491,0.129,0.188,1.031,0.474,8.863,0.280,,1.621
2021-03-29,18.270,8.183,8.630,0.057,0.291,0.007,17.491,0.129,0.188,1.031,0.475,8.861,0.281,,1.621
2021-03-30,18.300,8.183,8.631,0.057,0.291,0.007,17.490,0.129,0.187,1.030,0.475,8.860,0.281,,1.620
2021-03-31,18.150,8.183,8.632,0.057,0.291,0.007,17.490,0.129,0.187,1.030,0.475,8.858,0.281,$0.10,1.620
2021-04-01,18.550,8.183,8.632,0.057,0.291,0.007,17.490,0.129,0.186,1.030,0.475,8.858,0.281,,1.620
2021-04-05,18.370,8.183,8.632,0.057,0.291,0.007,17.490,0.129,0.185,1.030,0.476,8.858,0.281,,1.621
2021-04-06,18.660,8.183,8.631,0.057,0.291,0.007,17.490,0.129,0.184,1.030,0.476,8.858,0.281,,1.621
2021-04-07,18.470,8.183,8.631,0.057,0.292,0.007,17.490,0.129,0.183,1.030,0.476,8.858,0.281,,1.622
2021-04-08,18.420,8.183,8.631,0.057,0.292,0.007,17.490,0.129,0.182,1.030,0.476,8.859,0.281,,1.622
2021-04-09,18.380,8.182,8.631,0.057,0.292,0.007,17.490,0.129,0.181,1.030,0.477,8.859,0.281,,1.623
2021-04-12,18.460,8.182,8.631,0.057,0.292,0.007,17.489,0.129,0.180,1.030,0.477,8.859,0.281,,1.623
2021-04-13,18.580,8.182,8.630,0.057,0.292,0.007,17.489,0.129,0.179,1.030,0.477,8.859,0.282,,1.624
2021-04-14,18.500,8.182,8.630,0.057,0.292,0.007,17.489,0.129,0.178,1.030,0.477,8.859,0.282,,1.624
2021-04-15,18.780,8.182,8.630,0.057,0.292,0.007,17.489,0.129,0.177,1.030,0.478,8.859,0.282,,1.625
2021-04-16,18.930,8.182,8.630,0.058,0.292,0.007,17.489,0.130,0.176,1.030,0.478,8.859,0.282,,1.625
2021-04-19,19.100,8.182,8.630,0.058,0.293,0.007,17.489,0.130,0.175,1.030,0.478,8.859,0.282,,1.626
2021-04-20,19.300,8.182,8.630,0.058,0.293,0.007,17.489,0.130,0.174,1.030,0.479,8.859,0.282,,1.626
2021-04-21,19.220,8.182,8.629,0.058,0.293,0.007,17.489,0.130,0.173,1.030,0.479,8.860,0.282,,1.627
2021-04-22,19.210,8.182,8.629,0.058,0.293,0.007,17.489,0.130,0.172,1.030,0.479,8.860,0.282,,1.628
2021-04-23,19.280,8.181,8.629,0.058,0.293,0.007,17.489,0.130,0.172,1.030,0.479,8.860,0.282,,1.628
2021-04-26,19.220,8.181,8.629,0.058,0.293,0.007,17.489,0.130,0.171,1.030,0.480,8.860,0.282,,1.629
2021-04-27,19.260,8.181,8.629,0.058,0.293,0.007,17.489,0.130,0.170,1.030,0.480,8.860,0.282,,1.629
2021-04-28,19.390,8.181,8.628,0.058,0.293,0.007,17.488,0.130,0.169,1.030,0.480,8.860,0.282,,1.630
2021-04-29,19.720,8.181,8.628,0.058,0.294,0.007,17.488,0.130,0.168,1.030,0.480,8.860,0.282,,1.630
2021-04-30,19.910,8.181,8.628,0.058,0.294,0.007,17.488,0.130,0.167,1.030,0.481,8.860,0.282,,1.631
2021-05-03,19.730,8.181,8.628,0.058,0.294,0.007,17.488,0.130,0.166,1.030,0.481,8.860,0.282,,1.631
2021-05-04,19.800,8.181,8.628,0.058,0.294,0.007,17.488,0.130,0.165,1.030,0.481,8.861,0.282,,1.632
2021-05-05,19.470,8.181,8.627,0.058,0.294,0.007,17.488,0.130,0.164,1.030,0.481,8.861,0.283,,1.632
2021-05-06,19.830,8.181,8.627,0.058,0.294,0.007,17.488,0.130,0.163,1.030,0.482,8.861,0.283,,1.633
2021-05-07,19.890,8.181,8.627,0.058,0.294,0.007,17.488,0.130,0.162,1.030,0.482,8.861,0.283,,1.633
2021-05-10,19.970,8.180,8.627,0.058,0.294,0.007,17.488,0.130,0.161,1.030,0.482,8.861,0.283,,1.634
2021-05-11,19.920,8.180,8.627,0.058,0.295,0.007,17.488,0.130,0.160,1.030,0.483,8.861,0.283,,1.634
2021-05-12,19.450,8.180,8.626,0.058,0.295,0.007,17.488,0.130,0.159,1.030,0.483,8.861,0.283,,1.635
2021-05-13,19.680,8.180,8.626,0.058,0.295,0.007,17.488,0.130,0.158,1.030,0.483,8.861,0.283,,1.636
2021-05-14,19.940,8.180,8.626,0.058,0.295,0.007,17.488,0.130,0.157,1.030,0.483,8.861,0.283,,1.636
2021-05-17,19.970,8.180,8.626,0.059,0.295,0.007,17.487,0.131,0.156,1.030,0.484,8.862,0.283,,1.637
2021-05-18,19.910,8.180,8.626,0.059,0.295,0.007,17.487,0.131,0.155,1.030,0.484,8.862,0.283,,1.637
2021-05-19,19.850,8.180,8.626,0.059,0.295,0.007,17.487,0.131,0.154,1.030,0.484,8.862,0.283,,1.638
2021-05-20,20.220,8.180,8.625,0.059,0.295,0.007,17.487,0.131,0.153,1.030,0.484,8.862,0.283,,1.638
2021-05-21,20.070,8.180,8.625,0.059,0.296,0.007,17.487,0.131,0.152,1.030,0.485,8.862,0.283,,1.639
2021-05-24,20.470,8.179,8.625,0.059,0.296,0.007,17.487,0.131,0.151,1.030,0.485,8.862,0.283,,1.639
2021-05-25,20.550,8.179,8.625,0.059,0.296,0.007,17.487,0.131,0.150,1.030,0.485,8.862,0.283,,1.640
2021-05-26,20.550,8.179,8.625,0.059,0.296,0.007,17.487,0.131,0.149,1.030,0.486,8.862,0.283,,1.640
2021-05-27,20.380,8.179,8.624,0.059,0.296,0.007,17.487,0.131,0.148,1.030,0.486,8.862,0.284,,1.641
2021-05-28,20.600,8.179,8.624,0.059,0.296,0.007,17.487,0.131,0.147,1.030,0.486,8.863,0.284,,1.641
2021-06-01,20.760,8.179,8.624,0.059,0.296,0.007,17.487,0.131,0.146,1.030,0.486,8.863,0.284,,1.642
2021-06-02,20.960,8.179,8.624,0.059,0.296,0.007,17.487,0.131,0.145,1.030,0.487,8.863,0.284,,1.642
2021-06-03,20.880,8.179,8.624,0.059,0.297,0.007,17.487,0.131,0.144,1.030,0.487,8.863,0.284,,1.642
2021-06-04,20.960,8.179,8.623,0.059,0.297,0.007,17.486,0.131,0.143,1.030,0.487,8.863,0.284,,1.642
2021-06-07,21.270,8.179,8.623,0.059,0.297,0.008,17.486,0.131,0.142,1.030,0.487,8.863,0.284,,1.642
2021-06-08,21.230,8.179,8.623,0.059,0.297,0.008,17.486,0.131,0.141,1.030,0.488,8.863,0.284,,1.642
2021-06-09,21.270,8.178,8.623,0.059,0.297,0.008,17.486,0.131,0.141,1.030,0.488,8.863,0.284,,1.642
2021-06-10,21.550,8.178,8.623,0.059,0.297,0.008,17.486,0.131,0.140,1.030,0.488,8.863,0.284,,1.642
2021-06-11,21.420,8.178,8.622,0.059,0.297,0.008,17.486,0.131,0.139,1.030,0.488,8.864,0.284,,1.642
2021-06-14,21.470,8.178,8.622,0.059,0.297,0.008,17.486,0.131,0.138,1.030,0.489,8.864,0.284,,1.642
2021-06-15,21.250,8.178,8.622,0.059,0.298,0.008,17.486,0.131,0.137,1.030,0.489,8.864,0.284,,1.642
2021-06-16,21.100,8.178,8.622,0.060,0.298,0.008,17.486,0.132,0.136,1.030,0.489,8.864,0.284,,1.642
2021-06-17,21.250,8.178,8.622,0.060,0.298,0.008,17.486,0.132,0.135,1.030,0.490,8.864,0.284,,1.642
2021-06-18,20.740,8.178,8.622,0.060,0.298,0.008,17.486,0.132,0.134,1.030,0.490,8.864,0.284,,1.642
2021-06-21,21.310,8.178,8.621,0.060,0.298,0.008,17.486,0.132,0.133,1.030,0.490,8.864,0.285,,1.642
2021-06-22,21.230,8.178,8.621,0.060,0.298,0.008,17.485,0.132,0.132,1.030,0.490,8.864,0.285,,1.642
2021-06-23,21.360,8.177,8.621,0.060,0.298,0.008,17.485,0.132,0.131,1.030,0.491,8.864,0.285,,1.642
2021-06-24,21.320,8.177,8.621,0.060,0.298,0.008,17.485,0.132,0.130,1.030,0.491,8.865,0.285,,1.642
2021-06-25,21.550,8.177,8.621,0.060,0.299,0.008,17.485,0.132,0.129,1.030,0.491,8.865,0.285,,1.642
2021-06-28,21.420,8.177,8.620,0.060,0.299,0.008,17.485,0.132,0.128,1.030,0.491,8.865,0.285,,1.642
2021-06-29,21.310,8.177,8.620,0.060,0.299,0.008,17.485,0.132,0.127,1.030,0.492,8.865,0.285,,1.642
2021-06-30,21.180,8.177,8.620,0.060,0.299,0.008,17.485,0.132,0.126,1.030,0.492,8.865,0.285,$0.11,1.642
2021-07-01,21.660,8.159,8.634,0.060,0.299,0.008,17.497,0.132,0.133,1.028,0.492,8.863,0.285,,1.642
2021-07-02,21.850,8.142,8.648,0.060,0.299,0.008,17.509,0.132,0.140,1.027,0.493,8.861,0.285,,1.646
2021-07-06,22.370,8.124,8.662,0.060,0.299,0.008,17.521,0.132,0.147,1.025,0.493,8.859,0.285,,1.651
2021-07-07,22.500,8.106,8.676,0.061,0.300,0.008,17.533,0.132,0.154,1.023,0.493,8.856,0.285,,1.655
2021-07-08,22.720,8.089,8.691,0.061,0.300,0.008,17.545,0.132,0.161,1.021,0.493,8.854,0.286,,1.660
2021-07-09,23.020,8.071,8.705,0.061,0.300,0.008,17.557,0.132,0.168,1.020,0.494,8.852,0.286,,1.664
2021-07-12,23.130,8.053,8.719,0.061,0.300,0.008,17.569,0.132,0.175,1.018,0.494,8.850,0.286,,1.669
2021-07-13,22.860,8.035,8.733,0.061,0.300,0.008,17.581,0.132,0.182,1.016,0.494,8.848,0.286,,1.673
2021-07-14,22.990,8.018,8.747,0.061,0.300,0.008,17.593,0.132,0.188,1.015,0.495,8.846,0.286,,1.678
2021-07-15,22.980,8.000,8.761,0.061,0.300,0.008,17.605,0.132,0.195,1.013,0.495,8.843,0.286,,1.682
2021-07-16,23.060,7.982,8.775,0.062,0.300,0.008,17.617,0.132,0.202,1.011,0.495,8.841,0.286,,1.687
2021-07-19,22.640,7.965,8.789,0.062,0.300,0.008,17.629,0.132,0.209,1.009,0.495,8.839,0.286,,1.691
2021-07-20,23.220,7.947,8.803,0.062,0.301,0.007,17.641,0.132,0.216,1.008,0.496,8.837,0.286,,1.696
2021-07-21,23.030,7.929,8.818,0.062,0.301,0.007,17.653,0.132,0.223,1.006,0.496,8.835,0.287,,1.700
2021-07-22,22.990,7.912,8.832,0.062,0.301,0.007,17.665,0.132,0.230,1.004,0.496,8.833,0.287,,1.705
2021-07-23,23.380,7.894,8.846,0.062,0.301,0.007,17.676,0.132,0.237,1.002,0.496,8.830,0.287,,1.709
2021-07-26,23.220,7.876,8.860,0.062,0.301,0.007,17.688,0.132,0.244,1.001,0.497,8.828,0.287,,1.714
2021-07-27,23.480,7.859,8.874,0.063,0.301,0.007,17.700,0.132,0.251,0.999,0.497,8.826,0.287,,1.718
2021-07-28,23.390,7.841,8.888,0.063,0.301,0.007,17.712,0.132,0.258,0.997,0.497,8.824,0.287,,1.723
2021-07-29,23.450,7.823,8.902,0.063,0.302,0.007,17.724,0.132,0.265,0.996,0.498,8.822,0.287,,1.727
2021-07-30,23.470,7.806,8.916,0.063,0.302,0.007,17.736,0.132,0.272,0.994,0.498,8.820,0.287,,1.732
2021-08-02,23.430,7.788,8.930,0.063,0.302,0.007,17.748,0.132,0.279,0.992,0.498,8.818,0.287,,1.736
2021-08-03,23.320,7.770,8.945,0.063,0.302,0.007,17.760,0.132,0.286,0.990,0.498,8.815,0.288,,1.741
2021-08-04,23.320,7.752,8.959,0.063,0.302,0.007,17.772,0.132,0.292,0.989,0.499,8.813,0.288,,1.745
2021-08-05,23.330,7.735,8.973,0.064,0.302,0.007,17.784,0.132,0.299,0.987,0.499,8.811,0.288,,1.750
2021-08-06,23.150,7.717,8.987,0.064,0.302,0.007,17.796,0.132,0.306,0.985,0.499,8.809,0.288,,1.754
2021-08-09,22.960,7.699,9.001,0.064,0.302,0.007,17.808,0.132,0.313,0.984,0.500,8.807,0.288,,1.759
2021-08-10,22.450,7.682,9.015,0.064,0.302,0.007,17.820,0.132,0.320,0.982,0.500,8.805,0.288,,1.763
2021-08-11,22.570,7.664,9.029,0.064,0.303,0.007,17.832,0.132,0.327,0.980,0.500,8.802,0.288,,1.768
2021-08-12,22.630,7.646,9.043,0.064,0.303,0.007,17.844,0.132,0.334,0.978,0.500,8.800,0.288,,1.772
2021-08-13,22.860,7.629,9.057,0.064,0.303,0.007,17.856,0.132,0.341,0.977,0.501,8.798,0.288,,1.777
2021-08-16,22.870,7.611,9.072,0.064,0.303,0.007,17.868,0.132,0.348,0.975,0.501,8.796,0.288,,1.781
2021-08-17,22.860,7.593,9.086,0.065,0.303,0.007,17.880,0.133,0.355,0.973,0.501,8.794,0.289,,1.786
2021-08-18,23.140,7.576,9.100,0.065,0.303,0.007,17.892,0.133,0.362,0.972,0.502,8.792,0.289,,1.790
2021-08-19,23.210,7.558,9.114,0.065,0.303,0.007,17.904,0.133,0.369,0.970,0.502,8.790,0.289,,1.795
2021-08-20,23.360,7.540,9.128,0.065,0.304,0.007,17.916,0.133,0.376,0.968,0.502,8.787,0.289,,1.799
2021-08-23,23.280,7.523,9.142,0.065,0.304,0.007,17.928,0.133,0.383,0.966,0.502,8.785,0.289,,1.804
2021-08-24,23.140,7.505,9.156,0.065,0.304,0.007,17.940,0.133,0.390,0.965,0.503,8.783,0.289,,1.808
2021-08-25,23.130,7.487,9.170,0.065,0.304,0.007,17.952,0.133,0.397,0.963,0.503,8.781,0.289,,1.813
2021-08-26,23.250,7.470,9.184,0.066,0.304,0.007,17.964,0.133,0.403,0.961,0.503,8.779,0.289,,1.817
2021-08-27,23.370,7.452,9.198,0.066,0.304,0.007,17.976,0.133,0.410,0.960,0.504,8.777,0.289,,1.822
2021-08-30,23.830,7.434,9.213,0.066,0.304,0.007,17.988,0.133,0.417,0.958,0.504,8.774,0.290,,1.826
2021-08-31,23.760,7.416,9.227,0.066,0.304,0.007,18.000,0.133,0.424,0.956,0.504,8.772,0.290,,1.831
2021-09-01,24.190,7.399,9.241,0.066,0.304,0.007,18.012,0.133,0.431,0.954,0.504,8.770,0.290,,1.835
2021-09-02,24.510,7.381,9.255,0.066,0.305,0.007,18.024,0.133,0.438,0.953,0.505,8.768,0.290,,1.834
2021-09-03,24.210,7.363,9.269,0.066,0.305,0.007,18.036,0.133,0.445,0.951,0.505,8.766,0.290,,1.834
2021-09-07,23.830,7.346,9.283,0.067,0.305,0.007,18.048,0.133,0.452,0.949,0.505,8.764,0.290,,1.833
2021-09-08,24.090,7.328,9.297,0.067,0.305,0.007,18.060,0.133,0.459,0.948,0.506,8.762,0.290,,1.832
2021-09-09,23.720,7.310,9.311,0.067,0.305,0.007,18.071,0.133,0.466,0.946,0.506,8.759,0.290,,1.832
2021-09-10,23.250,7.293,9.325,0.067,0.305,0.007,18.083,0.133,0.473,0.944,0.506,8.757,0.290,,1.831
2021-09-13,23.410,7.275,9.340,0.067,0.305,0.007,18.095,0.133,0.480,0.942,0.506,8.755,0.291,,1.830
2021-09-14,23.420,7.257,9.354,0.067,0.306,0.007,18.107,0.133,0.487,0.941,0.507,8.753,0.291,,1.830
2021-09-15,23.310,7.240,9.368,0.067,0.306,0.007,18.119,0.133,0.494,0.939,0.507,8.751,0.291,,1.829
2021-09-16,23.350,7.222,9.382,0.068,0.306,0.007,18.131,0.133,0.501,0.937,0.507,8.749,0.291,,1.828
2021-09-17,23.020,7.204,9.396,0.068,0.306,0.007,18.143,0.133,0.508,0.935,0.507,8.746,0.291,,1.828
2021-09-20,23.010,7.186,9.410,0.068,0.306,0.007,18.155,0.133,0.514,0.934,0.508,8.744,0.291,,1.827
2021-09-21,23.060,7.169,9.424,0.068,0.306,0.007,18.167,0.133,0.521,0.932,0.508,8.742,0.291,,1.826
2021-09-22,23.380,7.151,9.438,0.068,0.306,0.007,18.179,0.133,0.528,0.930,0.508,8.740,0.291,,1.826
2021-09-23,23.350,7.133,9.452,0.068,0.306,0.007,18.191,0.133,0.535,0.929,0.509,8.738,0.291,,1.825
2021-09-24,22.860,7.116,9.467,0.068,0.306,0.007,18.203,0.133,0.542,0.927,0.509,8.736,0.292,,1.824
2021-09-27,22.250,7.098,9.481,0.069,0.307,0.007,18.215,0.133,0.549,0.925,0.509,8.733,0.292,,1.824
2021-09-28,22.240,7.080,9.495,0.069,0.307,0.007,18.227,0.133,0.556,0.923,0.509,8.731,0.292,,1.823
2021-09-29,22.470,7.063,9.509,0.069,0.307,0.007,18.239,0.133,0.563,0.922,0.510,8.729,0.292,,1.822
2021-09-30,22.120,7.045,9.523,0.069,0.307,0.007,18.251,0.133,0.570,0.920,0.510,8.727,0.292,$0.12,1.822
2021-10-01,22.420,7.032,9.528,0.069,0.307,0.007,18.255,0.133,0.571,0.919,0.510,8.727,0.292,,1.821
2021-10-04,22.380,7.020,9.533,0.069,0.307,0.007,18.260,0.133,0.571,0.919,0.510,8.726,0.292,,1.816
2021-10-05,22.190,7.007,9.538,0.069,0.308,0.007,18.264,0.134,0.572,0.918,0.510,8.726,0.292,,1.811
2021-10-06,22.330,6.995,9.543,0.069,0.308,0.007,18.269,0.134,0.572,0.918,0.511,8.725,0.292,,1.806
2021-10-07,22.270,6.982,9.548,0.069,0.308,0.007,18.273,0.134,0.573,0.917,0.511,8.725,0.292,,1.801
2021-10-08,22.250,6.970,9.553,0.069,0.308,0.007,18.278,0.134,0.574,0.916,0.511,8.724,0.292,,1.796
2021-10-11,22.310,6.957,9.558,0.070,0.309,0.007,18.282,0.135,0.574,0.916,0.511,8.724,0.292,,1.792
2021-10-12,22.530,6.945,9.562,0.070,0.309,0.007,18.287,0.135,0.575,0.915,0.511,8.724,0.292,,1.787
2021-10-13,23.030,6.932,9.567,0.070,0.309,0.007,18.291,0.135,0.576,0.914,0.511,8.723,0.293,,1.782
2021-10-14,23.270,6.920,9.572,0.070,0.309,0.007,18.296,0.135,0.576,0.914,0.512,8.723,0.293,,1.777
2021-10-15,23.210,6.907,9.577,0.070,0.310,0.007,18.300,0.136,0.577,0.913,0.512,8.722,0.293,,1.772
2021-10-18,23.260,6.894,9.582,0.070,0.310,0.007,18.305,0.136,0.577,0.913,0.512,8.722,0.293,,1.767
2021-10-19,23.220,6.882,9.587,0.070,0.310,0.007,18.309,0.136,0.578,0.912,0.512,8.721,0.293,,1.762
2021-10-20,23.380,6.869,9.592,0.070,0.310,0.007,18.314,0.136,0.579,0.911,0.512,8.721,0.293,,1.757
2021-10-21,23.280,6.857,9.597,0.070,0.311,0.007,18.318,0.137,0.579,0.911,0.512,8.720,0.293,,1.752
2021-10-22,23.620,6.844,9.602,0.070,0.311,0.007,18.323,0.137,0.580,0.910,0.512,8.720,0.293,,1.747
2021-10-25,23.700,6.832,9.607,0.070,0.311,0.007,18.327,0.137,0.581,0.909,0.513,8.720,0.293,,1.743
2021-10-26,23.650,6.819,9.612,0.070,0.311,0.007,18.332,0.137,0.581,0.909,0.513,8.719,0.293,,1.738
2021-10-27,23.380,6.807,9.617,0.070,0.311,0.007,18.336,0.137,0.582,0.908,0.513,8.719,0.293,,1.733
2021-10-28,23.910,6.794,9.622,0.071,0.312,0.008,18.341,0.138,0.582,0.908,0.513,8.718,0.293,,1.728
2021-10-29,23.830,6.782,9.627,0.071,0.312,0.008,18.345,0.138,0.583,0.907,0.513,8.718,0.293,,1.723
2021-11-01,23.750,6.769,9.632,0.071,0.312,0.008,18.350,0.138,0.584,0.906,0.513,8.717,0.293,,1.718
2021-11-02,24.000,6.756,9.637,0.071,0.312,0.008,18.354,0.138,0.584,0.906,0.514,8.717,0.293,,1.721
2021-11-03,23.970,6.744,9.642,0.071,0.313,0.008,18.359,0.139,0.585,0.905,0.514,8.716,0.294,,1.725
2021-11-04,23.510,6.731,9.646,0.071,0.313,0.008,18.363,0.139,0.586,0.904,0.514,8.716,0.294,,1.728
2021-11-05,23.580,6.719,9.651,0.071,0.313,0.008,18.368,0.139,0.586,0.904,0.514,8.716,0.294,,1.731
2021-11-08,23.370,6.706,9.656,0.071,0.313,0.008,18.372,0.139,0.587,0.903,0.514,8.715,0.294,,1.735
2021-11-09,23.410,6.694,9.661,0.071,0.314,0.008,18.377,0.140,0.587,0.903,0.514,8.715,0.294,,1.738
2021-11-10,23.440,6.681,9.666,0.071,0.314,0.008,18.381,0.140,0.588,0.902,0.515,8.714,0.294,,1.741
2021-11-11,23.420,6.669,9.671,0.071,0.314,0.008,18.386,0.140,0.589,0.901,0.515,8.714,0.294,,1.745
2021-11-12,23.430,6.656,9.676,0.071,0.314,0.008,18.390,0.140,0.589,0.901,0.515,8.713,0.294,,1.748
2021-11-15,23.620,6.643,9.681,0.072,0.314,0.008,18.394,0.140,0.590,0.900,0.515,8.713,0.294,,1.751
2021-11-16,23.400,6.631,9.686,0.072,0.315,0.008,18.399,0.141,0.591,0.899,0.515,8.713,0.294,,1.755
2021-11-17,23.400,6.618,9.691,0.072,0.315,0.008,18.403,0.141,0.591,0.899,0.515,8.712,0.294,,1.758
2021-11-18,23.720,6.606,9.696,0.072,0.315,0.008,18.408,0.141,0.592,0.898,0.515,8.712,0.294,,1.761
2021-11-19,23.630,6.593,9.701,0.072,0.315,0.008,18.412,0.141,0.592,0.898,0.516,8.711,0.294,,1.765
2021-11-22,23.540,6.581,9.706,0.072,0.316,0.008,18.417,0.142,0.593,0.897,0.516,8.711,0.294,,1.768
2021-11-23,23.770,6.568,9.711,0.072,0.316,0.008,18.421,0.142,0.594,0.896,0.516,8.710,0.294,,1.771
2021-11-24,24.240,6.556,9.716,0.072,0.316,0.008,18.426,0.142,0.594,0.896,0.516,8.710,0.294,,1.775
2021-11-26,23.770,6.543,9.720,0.072,0.316,0.008,18.430,0.142,0.595,0.895,0.516,8.710,0.294,,1.778
