date,totalshareholderequity,debttoequityratio,grossprofit,revenue,totalliabilities,eps,cashonhand,NOI,assets,ebitda,netincome,cap_rate,v1,longtermdebt,REIT_Return
2009-03-31,3.675,5.34,0.702,0.918,19.613,0.45,0.898,0.364,23.287,0.622,0.107,0.016,,17.385,0.0291156462585034
2009-04-01,3.695,5.32,0.702,0.918,19.62,0.442,0.925,0.364,23.314,0.622,0.105,0.016,8.71,17.394,0.028416779431664412
2009-04-02,3.715,5.3,0.702,0.918,19.628,0.433,0.953,0.364,23.342,0.622,0.103,0.016,9.69,17.402,0.02772543741588156
2009-04-03,3.735,5.28,0.702,0.917,19.635,0.425,0.98,0.364,23.369,0.622,0.101,0.016,10.82,17.411,0.02704149933065596
2009-04-06,3.754,5.26,0.701,0.917,19.643,0.416,1.008,0.364,23.396,0.622,0.099,0.016,10.57,17.42,0.02637187000532765
2009-04-07,3.774,5.24,0.701,0.917,19.65,0.408,1.035,0.364,23.424,0.622,0.097,0.016,9.41,17.429,0.025702172760996293
2009-04-08,3.794,5.22,0.701,0.917,19.658,0.4,1.063,0.364,23.451,0.622,0.095,0.016,9.68,17.437,0.02503953610964681
2009-04-09,3.814,5.2,0.701,0.916,19.665,0.391,1.09,0.364,23.478,0.622,0.093,0.016,11.27,17.446,0.024383848977451494
2009-04-13,3.834,5.18,0.701,0.916,19.673,0.383,1.118,0.364,23.506,0.622,0.091,0.015,11.18,17.455,0.023735002608242045
2009-04-14,3.854,5.16,0.701,0.916,19.68,0.374,1.145,0.364,23.533,0.622,0.089,0.015,10.11,17.464,0.02309289050337312
2009-04-15,3.874,5.14,0.701,0.916,19.688,0.366,1.173,0.364,23.56,0.622,0.087,0.015,11.53,17.472,0.02245740836344863
2009-04-16,3.893,5.12,0.701,0.916,19.695,0.357,1.2,0.364,23.588,0.621,0.085,0.015,12.38,17.481,0.02183406113537118
2009-04-17,3.913,5.1,0.7,0.915,19.703,0.349,1.228,0.364,23.615,0.621,0.083,0.015,12.93,17.49,0.021211346792742145
2009-04-20,3.933,5.08,0.7,0.915,19.71,0.341,1.255,0.364,23.643,0.621,0.081,0.015,11.38,17.499,0.02059496567505721
2009-04-21,3.953,5.06,0.7,0.915,19.718,0.332,1.282,0.364,23.67,0.621,0.079,0.015,12.84,17.507,0.019984821654439665
2009-04-22,3.973,5.04,0.7,0.915,19.725,0.324,1.31,0.364,23.697,0.621,0.077,0.015,12.02,17.516,0.019380820538635792
2009-04-23,3.993,5.02,0.7,0.914,19.733,0.315,1.337,0.364,23.725,0.621,0.074,0.015,12.69,17.525,0.018532431755572253
2009-04-24,4.013,5.0,0.7,0.914,19.74,0.307,1.365,0.364,23.752,0.621,0.072,0.015,13.27,17.534,0.01794168950909544
2009-04-27,4.032,4.98,0.7,0.914,19.748,0.299,1.392,0.364,23.779,0.621,0.07,0.015,11.99,17.542,0.017361111111111112
2009-04-28,4.052,4.96,0.7,0.914,19.755,0.29,1.42,0.364,23.807,0.621,0.068,0.015,12.36,17.551,0.016781836130306024
2009-04-29,4.072,4.94,0.699,0.914,19.763,0.282,1.447,0.364,23.834,0.621,0.066,0.015,13.02,17.56,0.016208251473477406
2009-04-30,4.092,4.92,0.699,0.913,19.77,0.273,1.475,0.364,23.861,0.621,0.064,0.015,13.52,17.569,0.015640273704789834
2009-05-01,4.112,4.9,0.699,0.913,19.777,0.265,1.502,0.364,23.889,0.621,0.062,0.015,12.44,17.577,0.015077821011673152
2009-05-04,4.132,4.88,0.699,0.913,19.785,0.257,1.53,0.364,23.916,0.621,0.06,0.015,13.6,17.586,0.01452081316553727
2009-05-05,4.152,4.86,0.699,0.913,19.792,0.248,1.557,0.364,23.943,0.621,0.058,0.015,13.14,17.595,0.013969171483622351
2009-05-06,4.171,4.84,0.699,0.912,19.8,0.24,1.585,0.364,23.971,0.621,0.056,0.015,14.37,17.604,0.013426036921601534
2009-05-07,4.191,4.82,0.699,0.912,19.807,0.231,1.612,0.364,23.998,0.621,0.054,0.015,13.64,17.612,0.012884753042233358
2009-05-08,4.211,4.8,0.699,0.912,19.815,0.223,1.639,0.364,24.025,0.621,0.052,0.015,14.13,17.621,0.012348610781287104
2009-05-11,4.231,4.78,0.698,0.912,19.822,0.214,1.667,0.364,24.053,0.621,0.05,0.015,13.62,17.63,0.01181753722524226
2009-05-12,4.251,4.76,0.698,0.912,19.83,0.206,1.694,0.364,24.08,0.621,0.048,0.015,13.6,17.639,0.011291460832745235
2009-05-13,4.271,4.74,0.698,0.911,19.837,0.198,1.722,0.364,24.107,0.621,0.046,0.015,12.72,17.647,0.010770311402481855
2009-05-14,4.291,4.72,0.698,0.911,19.845,0.189,1.749,0.364,24.135,0.621,0.044,0.015,13.24,17.656,0.010254020041948262
2009-05-15,4.31,4.7,0.698,0.911,19.852,0.181,1.777,0.365,24.162,0.62,0.042,0.015,12.41,17.665,0.009744779582366591
2009-05-18,4.33,4.68,0.698,0.911,19.86,0.172,1.804,0.365,24.19,0.62,0.04,0.015,13.62,17.674,0.009237875288683603
2009-05-19,4.35,4.66,0.698,0.91,19.867,0.164,1.832,0.365,24.217,0.62,0.038,0.015,13.36,17.682,0.008735632183908047
2009-05-20,4.37,4.64,0.698,0.91,19.875,0.156,1.859,0.365,24.244,0.62,0.036,0.015,13.22,17.691,0.008237986270022882
2009-05-21,4.39,4.62,0.697,0.91,19.882,0.147,1.887,0.365,24.272,0.62,0.034,0.015,13.12,17.7,0.0077448747152619605
2009-05-22,4.41,4.6,0.697,0.91,19.89,0.139,1.914,0.365,24.299,0.62,0.032,0.015,12.82,17.709,0.007256235827664399
2009-05-26,4.43,4.58,0.697,0.91,19.897,0.13,1.941,0.365,24.326,0.62,0.03,0.015,13.58,17.717,0.006772009029345372
2009-05-27,4.449,4.56,0.697,0.909,19.905,0.122,1.969,0.365,24.354,0.62,0.028,0.015,13.22,17.726,0.006293549112160036
2009-05-28,4.469,4.54,0.697,0.909,19.912,0.113,1.996,0.365,24.381,0.62,0.026,0.015,13.7,17.735,0.005817856343701051
2009-05-29,4.489,4.52,0.697,0.909,19.92,0.105,2.024,0.365,24.408,0.62,0.024,0.015,14.14,17.744,0.005346402316774338
2009-06-01,4.509,4.5,0.697,0.909,19.927,0.097,2.051,0.365,24.436,0.62,0.022,0.015,14.92,17.752,0.004879130627633621
2009-06-02,4.529,4.48,0.697,0.908,19.934,0.088,2.079,0.365,24.463,0.62,0.02,0.015,14.35,17.761,0.00441598586884522
2009-06-03,4.549,4.46,0.696,0.908,19.942,0.08,2.106,0.365,24.49,0.62,0.018,0.015,14.28,17.77,0.003956913607386238
2009-06-04,4.569,4.44,0.696,0.908,19.949,0.071,2.134,0.365,24.518,0.62,0.016,0.015,14.44,17.779,0.0035018603633180127
2009-06-05,4.588,4.42,0.696,0.908,19.957,0.063,2.161,0.365,24.545,0.62,0.014,0.015,14.15,17.787,0.003051438535309503
2009-06-08,4.608,4.4,0.696,0.908,19.964,0.055,2.189,0.365,24.572,0.62,0.012,0.015,14.25,17.796,0.002604166666666667
2009-06-09,4.628,4.38,0.696,0.907,19.972,0.046,2.216,0.365,24.6,0.62,0.009,0.015,14.12,17.805,0.0019446845289541918
2009-06-10,4.648,4.36,0.696,0.907,19.979,0.038,2.244,0.365,24.627,0.62,0.007,0.015,13.91,17.814,0.0015060240963855422
2009-06-11,4.668,4.34,0.696,0.907,19.987,0.029,2.271,0.365,24.654,0.62,0.005,0.015,13.79,17.822,0.0010711225364181663
2009-06-12,4.688,4.32,0.696,0.907,19.994,0.021,2.298,0.365,24.682,0.62,0.003,0.015,14.32,17.831,0.0006399317406143346
2009-06-15,4.708,4.3,0.695,0.906,20.002,0.013,2.326,0.365,24.709,0.62,0.001,0.015,13.73,17.84,0.00021240441801189465
2009-06-16,4.727,4.28,0.695,0.906,20.009,0.004,2.353,0.365,24.737,0.619,-0.001,0.015,13.58,17.849,-0.0002115506663845991
2009-06-17,4.747,4.26,0.695,0.906,20.017,-0.004,2.381,0.365,24.764,0.619,-0.003,0.015,13.32,17.857,-0.0006319780914261639
2009-06-18,4.767,4.24,0.695,0.906,20.024,-0.013,2.408,0.365,24.791,0.619,-0.005,0.015,13.55,17.866,-0.0010488777008600798
2009-06-19,4.787,4.22,0.695,0.906,20.032,-0.021,2.436,0.365,24.819,0.619,-0.007,0.015,14.0,17.875,-0.0014622937121370379
2009-06-22,4.807,4.2,0.695,0.905,20.039,-0.03,2.463,0.365,24.846,0.619,-0.009,0.015,12.99,17.884,-0.0018722696068233823
2009-06-23,4.827,4.18,0.695,0.905,20.047,-0.038,2.491,0.365,24.873,0.619,-0.011,0.015,13.21,17.892,-0.0022788481458462812
2009-06-24,4.847,4.16,0.695,0.905,20.054,-0.046,2.518,0.365,24.901,0.619,-0.013,0.015,13.38,17.901,-0.0026820713843614605
2009-06-25,4.866,4.14,0.694,0.905,20.062,-0.055,2.546,0.365,24.928,0.619,-0.015,0.015,13.63,17.91,-0.0030826140567200987
2009-06-26,4.886,4.12,0.694,0.904,20.069,-0.063,2.573,0.365,24.955,0.619,-0.017,0.015,13.73,17.919,-0.0034793286942284077
2009-06-29,4.906,4.1,0.694,0.904,20.077,-0.072,2.601,0.365,24.983,0.619,-0.019,0.015,13.6,17.927,-0.0038728088055442317
2009-06-30,4.926,4.08,0.694,0.904,20.084,-0.08,2.628,0.365,25.01,0.619,-0.021,0.015,13.6,17.936,-0.004263093788063338
2009-07-01,4.929,4.08,0.694,0.904,20.096,-0.073,2.645,0.365,25.025,0.619,-0.019,0.015,14.25,17.947,-0.003854737269222966
2009-07-02,4.931,4.08,0.695,0.905,20.109,-0.066,2.663,0.366,25.04,0.62,-0.017,0.015,13.37,17.959,-0.0034475765564794163
2009-07-06,4.934,4.08,0.695,0.905,20.121,-0.058,2.68,0.366,25.055,0.62,-0.015,0.015,13.89,17.97,-0.0030401297122010537
2009-07-07,4.937,4.081,0.695,0.905,20.133,-0.051,2.698,0.367,25.07,0.621,-0.013,0.015,13.2,17.982,-0.002633178043346161
2009-07-08,4.94,4.081,0.695,0.906,20.146,-0.044,2.715,0.367,25.086,0.621,-0.011,0.015,13.2,17.993,-0.002226720647773279
2009-07-09,4.942,4.081,0.696,0.906,20.158,-0.037,2.733,0.368,25.101,0.622,-0.009,0.015,12.88,18.005,-0.0018211250505868067
2009-07-10,4.945,4.081,0.696,0.906,20.171,-0.03,2.75,0.368,25.116,0.622,-0.007,0.015,12.83,18.016,-0.001415571284125379
2009-07-13,4.948,4.081,0.696,0.907,20.183,-0.022,2.768,0.368,25.131,0.622,-0.005,0.015,13.51,18.028,-0.0010105092966855294
2009-07-14,4.951,4.081,0.697,0.907,20.195,-0.015,2.785,0.369,25.146,0.623,-0.003,0.015,13.8,18.039,-0.000605938194304181
2009-07-15,4.953,4.082,0.697,0.907,20.208,-0.008,2.803,0.369,25.161,0.623,-0.001,0.015,14.07,18.051,-0.0002018978396931153
2009-07-16,4.956,4.082,0.697,0.908,20.22,-0.001,2.82,0.37,25.176,0.624,0.001,0.015,14.31,18.062,0.00020177562550443906
2009-07-17,4.959,4.082,0.697,0.908,20.232,0.006,2.838,0.37,25.191,0.624,0.003,0.015,13.86,18.073,0.0006049606775559589
2009-07-20,4.962,4.082,0.698,0.908,20.245,0.013,2.855,0.37,25.206,0.624,0.005,0.015,14.41,18.085,0.001007658202337767
2009-07-21,4.964,4.082,0.698,0.909,20.257,0.021,2.873,0.371,25.222,0.625,0.007,0.015,14.38,18.096,0.0014101531023368251
2009-07-22,4.967,4.082,0.698,0.909,20.27,0.028,2.89,0.371,25.237,0.625,0.009,0.015,14.49,18.108,0.0018119589289309443
2009-07-23,4.97,4.082,0.698,0.909,20.282,0.035,2.908,0.372,25.252,0.626,0.011,0.015,14.98,18.119,0.0022132796780684103
2009-07-24,4.972,4.083,0.699,0.91,20.294,0.042,2.925,0.372,25.267,0.626,0.013,0.015,14.89,18.131,0.0026146419951729684
2009-07-27,4.975,4.083,0.699,0.91,20.307,0.049,2.942,0.373,25.282,0.627,0.015,0.015,15.28,18.142,0.0030150753768844224
2009-07-28,4.978,4.083,0.699,0.91,20.319,0.057,2.96,0.373,25.297,0.627,0.017,0.015,15.14,18.154,0.003415026114905585
2009-07-29,4.981,4.083,0.7,0.911,20.332,0.064,2.977,0.373,25.312,0.627,0.019,0.015,15.01,18.165,0.003814495081308974
2009-07-30,4.983,4.083,0.7,0.911,20.344,0.071,2.995,0.374,25.327,0.628,0.021,0.015,15.57,18.177,0.004214328717639977
2009-07-31,4.986,4.083,0.7,0.911,20.356,0.078,3.012,0.374,25.342,0.628,0.023,0.015,15.46,18.188,0.004612916165262736
2009-08-03,4.989,4.084,0.7,0.912,20.369,0.085,3.03,0.375,25.358,0.629,0.025,0.015,15.82,18.199,0.0050110242533573865
2009-08-04,4.992,4.084,0.701,0.912,20.381,0.092,3.047,0.375,25.373,0.629,0.027,0.015,16.9,18.211,0.005408653846153846
2009-08-05,4.994,4.084,0.701,0.912,20.393,0.1,3.065,0.376,25.388,0.63,0.029,0.015,17.48,18.222,0.0058069683620344415
2009-08-06,4.997,4.084,0.701,0.913,20.406,0.107,3.082,0.376,25.403,0.63,0.031,0.015,17.45,18.234,0.0062037222333400045
2009-08-07,5.0,4.084,0.702,0.913,20.418,0.114,3.1,0.376,25.418,0.63,0.033,0.015,18.5,18.245,0.0066
2009-08-10,5.003,4.084,0.702,0.913,20.431,0.121,3.117,0.377,25.433,0.631,0.035,0.015,17.9,18.257,0.006995802518488907
2009-08-11,5.005,4.085,0.702,0.914,20.443,0.128,3.135,0.377,25.448,0.631,0.037,0.015,17.33,18.268,0.007392607392607393
2009-08-12,5.008,4.085,0.702,0.914,20.455,0.136,3.152,0.378,25.463,0.632,0.039,0.015,17.51,18.28,0.007787539936102236
2009-08-13,5.011,4.085,0.703,0.914,20.468,0.143,3.17,0.378,25.478,0.632,0.041,0.015,17.68,18.291,0.008181999600878068
2009-08-14,5.014,4.085,0.703,0.915,20.48,0.15,3.187,0.378,25.494,0.633,0.042,0.015,17.53,18.303,0.00837654567211807
2009-08-17,5.016,4.085,0.703,0.915,20.492,0.157,3.204,0.379,25.509,0.633,0.044,0.015,16.25,18.314,0.008771929824561403
2009-08-18,5.019,4.085,0.704,0.915,20.505,0.164,3.222,0.379,25.524,0.633,0.046,0.015,16.58,18.325,0.009165172345088663
2009-08-19,5.022,4.085,0.704,0.915,20.517,0.172,3.239,0.38,25.539,0.634,0.048,0.015,16.32,18.337,0.009557945041816009
2009-08-20,5.024,4.086,0.704,0.916,20.53,0.179,3.257,0.38,25.554,0.634,0.05,0.015,17.07,18.348,0.009952229299363059
2009-08-21,5.027,4.086,0.704,0.916,20.542,0.186,3.274,0.381,25.569,0.635,0.052,0.015,17.39,18.36,0.01034414163517008
2009-08-24,5.03,4.086,0.705,0.916,20.554,0.193,3.292,0.381,25.584,0.635,0.054,0.015,17.14,18.371,0.01073558648111332
2009-08-25,5.033,4.086,0.705,0.917,20.567,0.2,3.309,0.381,25.599,0.635,0.056,0.015,17.38,18.383,0.011126564673157162
2009-08-26,5.035,4.086,0.705,0.917,20.579,0.208,3.327,0.382,25.614,0.636,0.058,0.015,17.71,18.394,0.011519364448857995
2009-08-27,5.038,4.086,0.706,0.917,20.591,0.215,3.344,0.382,25.629,0.636,0.06,0.015,17.86,18.406,0.011909487892020641
2009-08-28,5.041,4.087,0.706,0.918,20.604,0.222,3.362,0.383,25.645,0.637,0.062,0.015,18.11,18.417,0.01229914699464392
2009-08-31,5.044,4.087,0.706,0.918,20.616,0.229,3.379,0.383,25.66,0.637,0.064,0.015,17.79,18.428,0.012688342585249804
2009-09-01,5.046,4.087,0.706,0.918,20.629,0.236,3.397,0.384,25.675,0.638,0.066,0.015,16.82,18.44,0.013079667063020214
2009-09-02,5.049,4.087,0.707,0.919,20.641,0.243,3.414,0.384,25.69,0.638,0.068,0.015,16.46,18.451,0.013468013468013467
2009-09-03,5.052,4.087,0.707,0.919,20.653,0.251,3.432,0.384,25.705,0.638,0.07,0.015,16.72,18.463,0.013855898653998418
2009-09-04,5.055,4.087,0.707,0.919,20.666,0.258,3.449,0.385,25.72,0.639,0.072,0.015,17.1,18.474,0.014243323442136498
2009-09-08,5.057,4.088,0.708,0.92,20.678,0.265,3.466,0.385,25.735,0.639,0.074,0.015,18.04,18.486,0.014633181728297407
2009-09-09,5.06,4.088,0.708,0.92,20.69,0.272,3.484,0.386,25.75,0.64,0.076,0.015,18.46,18.497,0.015019762845849802
2009-09-10,5.063,4.088,0.708,0.92,20.703,0.279,3.501,0.386,25.765,0.64,0.078,0.015,18.85,18.509,0.01540588583843571
2009-09-11,5.065,4.088,0.708,0.921,20.715,0.287,3.519,0.387,25.781,0.641,0.08,0.015,18.82,18.52,0.01579466929911155
2009-09-14,5.068,4.088,0.709,0.921,20.728,0.294,3.536,0.387,25.796,0.641,0.082,0.015,19.32,18.532,0.016179952644041044
2009-09-15,5.071,4.088,0.709,0.921,20.74,0.301,3.554,0.387,25.811,0.641,0.084,0.015,19.64,18.543,0.016564780122263856
2009-09-16,5.074,4.088,0.709,0.922,20.752,0.308,3.571,0.388,25.826,0.642,0.086,0.015,20.51,18.554,0.01694915254237288
2009-09-17,5.076,4.089,0.709,0.922,20.765,0.315,3.589,0.388,25.841,0.642,0.088,0.015,20.37,18.566,0.017336485421591805
2009-09-18,5.079,4.089,0.71,0.922,20.777,0.322,3.606,0.389,25.856,0.643,0.09,0.015,20.68,18.577,0.01772002362669817
2009-09-21,5.082,4.089,0.71,0.923,20.789,0.33,3.624,0.389,25.871,0.643,0.092,0.015,20.07,18.589,0.01810310901219992
2009-09-22,5.085,4.089,0.71,0.923,20.802,0.337,3.641,0.389,25.886,0.643,0.094,0.015,20.52,18.6,0.018485742379547688
2009-09-23,5.087,4.089,0.711,0.923,20.814,0.344,3.659,0.39,25.901,0.644,0.096,0.015,19.57,18.612,0.018871633575781404
2009-09-24,5.09,4.089,0.711,0.924,20.827,0.351,3.676,0.39,25.917,0.644,0.098,0.015,18.81,18.623,0.01925343811394892
2009-09-25,5.093,4.09,0.711,0.924,20.839,0.358,3.694,0.391,25.932,0.645,0.1,0.015,19.02,18.635,0.0196347928529354
2009-09-28,5.096,4.09,0.711,0.924,20.851,0.366,3.711,0.391,25.947,0.645,0.102,0.015,20.03,18.646,0.020015698587127158
2009-09-29,5.098,4.09,0.712,0.925,20.864,0.373,3.729,0.392,25.962,0.646,0.104,0.015,19.38,18.658,0.020400156924284034
2009-09-30,5.101,4.09,0.712,0.925,20.876,0.38,3.746,0.392,25.977,0.646,0.106,0.015,19.41,18.669,0.020780239168790432
2009-10-01,5.102,4.089,0.714,0.927,20.874,0.379,3.749,0.39,25.977,0.644,0.106,0.015,17.53,18.668,0.020776166209329674
2009-10-02,5.104,4.087,0.715,0.928,20.873,0.378,3.753,0.389,25.976,0.642,0.106,0.015,17.52,18.668,0.020768025078369903
2009-10-05,5.105,4.086,0.717,0.93,20.871,0.376,3.756,0.387,25.976,0.641,0.105,0.015,17.94,18.667,0.02056807051909892
2009-10-06,5.106,4.085,0.719,0.931,20.869,0.375,3.759,0.385,25.975,0.639,0.105,0.015,18.11,18.667,0.020564042303172738
2009-10-07,5.107,4.084,0.72,0.933,20.867,0.374,3.763,0.384,25.975,0.637,0.105,0.015,18.06,18.666,0.020560015664773838
2009-10-08,5.109,4.082,0.722,0.935,20.866,0.372,3.766,0.382,25.974,0.635,0.105,0.015,18.27,18.665,0.020551967116852612
2009-10-09,5.11,4.081,0.723,0.936,20.864,0.371,3.769,0.38,25.974,0.633,0.104,0.015,18.41,18.665,0.02035225048923679
2009-10-12,5.111,4.08,0.725,0.938,20.862,0.37,3.772,0.379,25.973,0.631,0.104,0.015,18.32,18.664,0.020348268440618274
2009-10-13,5.113,4.079,0.727,0.939,20.86,0.369,3.776,0.377,25.973,0.63,0.104,0.015,17.87,18.664,0.02034030901623313
2009-10-14,5.114,4.077,0.728,0.941,20.859,0.368,3.779,0.375,25.972,0.628,0.104,0.014,18.67,18.663,0.02033633163863903
2009-10-15,5.115,4.076,0.73,0.943,20.857,0.366,3.782,0.374,25.972,0.626,0.104,0.014,18.59,18.662,0.02033235581622678
2009-10-16,5.116,4.075,0.732,0.944,20.855,0.365,3.786,0.372,25.972,0.624,0.103,0.014,17.9,18.662,0.020132916340891323
2009-10-19,5.118,4.074,0.733,0.946,20.853,0.364,3.789,0.37,25.971,0.622,0.103,0.014,18.35,18.661,0.020125048847205937
2009-10-20,5.119,4.072,0.735,0.948,20.852,0.362,3.792,0.369,25.971,0.62,0.103,0.014,18.18,18.66,0.020121117405743308
2009-10-21,5.12,4.071,0.737,0.949,20.85,0.361,3.796,0.367,25.97,0.619,0.103,0.014,18.09,18.66,0.020117187499999998
2009-10-22,5.122,4.07,0.738,0.951,20.848,0.36,3.799,0.365,25.97,0.617,0.102,0.014,18.57,18.659,0.019914096056228035
2009-10-23,5.123,4.069,0.74,0.952,20.847,0.359,3.802,0.364,25.969,0.615,0.102,0.014,18.26,18.659,0.019910208861994922
2009-10-26,5.124,4.068,0.742,0.954,20.845,0.358,3.806,0.362,25.969,0.613,0.102,0.014,18.25,18.658,0.01990632318501171
2009-10-27,5.125,4.066,0.743,0.956,20.843,0.356,3.809,0.36,25.968,0.611,0.102,0.014,17.87,18.657,0.019902439024390244
2009-10-28,5.127,4.065,0.745,0.957,20.841,0.355,3.812,0.359,25.968,0.609,0.102,0.014,17.09,18.657,0.01989467524868344
2009-10-29,5.128,4.064,0.746,0.959,20.84,0.354,3.816,0.357,25.967,0.608,0.101,0.014,18.09,18.656,0.01969578783151326
2009-10-30,5.129,4.062,0.748,0.96,20.838,0.352,3.819,0.355,25.967,0.606,0.101,0.014,18.01,18.656,0.01969194774809905
2009-11-02,5.13,4.061,0.75,0.962,20.836,0.351,3.822,0.354,25.967,0.604,0.101,0.014,18.14,18.655,0.019688109161793373
2009-11-03,5.132,4.06,0.751,0.964,20.834,0.35,3.826,0.352,25.966,0.602,0.101,0.014,18.34,18.654,0.019680436477007016
2009-11-04,5.133,4.059,0.753,0.965,20.833,0.349,3.829,0.35,25.966,0.6,0.101,0.013,17.92,18.654,0.019676602376777715
2009-11-05,5.134,4.058,0.755,0.967,20.831,0.348,3.832,0.349,25.965,0.598,0.1,0.013,18.4,18.653,0.019477989871445268
2009-11-06,5.136,4.056,0.756,0.968,20.829,0.346,3.835,0.347,25.965,0.597,0.1,0.013,18.1,18.653,0.019470404984423678
2009-11-09,5.137,4.055,0.758,0.97,20.827,0.345,3.839,0.345,25.964,0.595,0.1,0.013,19.03,18.652,0.019466614755693987
2009-11-10,5.138,4.054,0.76,0.972,20.826,0.344,3.842,0.344,25.964,0.593,0.1,0.013,18.74,18.651,0.01946282600233554
2009-11-11,5.139,4.052,0.761,0.973,20.824,0.342,3.845,0.342,25.963,0.591,0.099,0.013,19.28,18.651,0.01926444833625219
2009-11-12,5.141,4.051,0.763,0.975,20.822,0.341,3.849,0.34,25.963,0.589,0.099,0.013,19.15,18.65,0.01925695390001945
2009-11-13,5.142,4.05,0.764,0.976,20.821,0.34,3.852,0.338,25.962,0.588,0.099,0.013,19.31,18.65,0.01925320886814469
2009-11-16,5.143,4.049,0.766,0.978,20.819,0.339,3.855,0.337,25.962,0.586,0.099,0.013,19.67,18.649,0.01924946529263076
2009-11-17,5.145,4.047,0.768,0.98,20.817,0.338,3.859,0.335,25.962,0.584,0.099,0.013,19.28,18.648,0.019241982507288632
2009-11-18,5.146,4.046,0.769,0.981,20.815,0.336,3.862,0.333,25.961,0.582,0.098,0.013,20.18,18.648,0.019043917605907502
2009-11-19,5.147,4.045,0.771,0.983,20.814,0.335,3.865,0.332,25.961,0.58,0.098,0.013,19.74,18.647,0.019040217602486885
2009-11-20,5.148,4.044,0.773,0.985,20.812,0.334,3.869,0.33,25.96,0.578,0.098,0.013,19.38,18.646,0.01903651903651904
2009-11-23,5.15,4.042,0.774,0.986,20.81,0.332,3.872,0.328,25.96,0.577,0.098,0.013,19.83,18.646,0.01902912621359223
2009-11-24,5.151,4.041,0.776,0.988,20.808,0.331,3.875,0.327,25.959,0.575,0.097,0.013,19.27,18.645,0.018831294894195303
2009-11-25,5.152,4.04,0.778,0.989,20.807,0.33,3.879,0.325,25.959,0.573,0.097,0.013,19.29,18.645,0.018827639751552796
2009-11-27,5.154,4.039,0.779,0.991,20.805,0.329,3.882,0.323,25.958,0.571,0.097,0.012,18.62,18.644,0.018820333721381453
2009-11-30,5.155,4.037,0.781,0.993,20.803,0.328,3.885,0.322,25.958,0.569,0.097,0.012,19.4,18.643,0.018816682832201746
2009-12-01,5.156,4.036,0.783,0.994,20.801,0.326,3.888,0.32,25.958,0.567,0.097,0.012,19.72,18.643,0.018813033359193175
2009-12-02,5.157,4.035,0.784,0.996,20.8,0.325,3.892,0.318,25.957,0.566,0.096,0.012,20.06,18.642,0.01861547411285631
2009-12-03,5.159,4.034,0.786,0.997,20.798,0.324,3.895,0.317,25.957,0.564,0.096,0.012,19.81,18.642,0.018608257414227565
2009-12-04,5.16,4.032,0.787,0.999,20.796,0.322,3.898,0.315,25.956,0.562,0.096,0.012,20.24,18.641,0.018604651162790697
2009-12-07,5.161,4.031,0.789,1.001,20.794,0.321,3.902,0.313,25.956,0.56,0.096,0.012,19.74,18.64,0.018601046308854875
2009-12-08,5.162,4.03,0.791,1.002,20.793,0.32,3.905,0.312,25.955,0.558,0.096,0.012,19.94,18.64,0.018597442851607904
2009-12-09,5.164,4.029,0.792,1.004,20.791,0.319,3.908,0.31,25.955,0.556,0.095,0.012,20.05,18.639,0.018396591789310614
2009-12-10,5.165,4.028,0.794,1.005,20.789,0.318,3.912,0.308,25.954,0.555,0.095,0.012,20.17,18.639,0.018393030009680542
2009-12-11,5.166,4.026,0.796,1.007,20.788,0.316,3.915,0.307,25.954,0.553,0.095,0.012,20.5,18.638,0.018389469608981805
2009-12-14,5.168,4.025,0.797,1.009,20.786,0.315,3.918,0.305,25.953,0.551,0.095,0.012,20.79,18.637,0.01838235294117647
2009-12-15,5.169,4.024,0.799,1.01,20.784,0.314,3.922,0.303,25.953,0.549,0.094,0.012,20.52,18.637,0.018185335654865548
2009-12-16,5.17,4.022,0.801,1.012,20.782,0.312,3.925,0.302,25.953,0.547,0.094,0.012,20.52,18.636,0.01818181818181818
2009-12-17,5.171,4.021,0.802,1.014,20.781,0.311,3.928,0.3,25.952,0.545,0.094,0.012,20.49,18.635,0.018178302069232256
2009-12-18,5.173,4.02,0.804,1.015,20.779,0.31,3.932,0.298,25.952,0.544,0.094,0.011,20.77,18.635,0.018171273922288806
2009-12-21,5.174,4.019,0.806,1.017,20.777,0.309,3.935,0.297,25.951,0.542,0.094,0.011,21.2,18.634,0.018167761886354848
2009-12-22,5.175,4.018,0.807,1.018,20.775,0.308,3.938,0.295,25.951,0.54,0.093,0.011,21.32,18.634,0.017971014492753623
2009-12-23,5.177,4.016,0.809,1.02,20.774,0.306,3.941,0.293,25.95,0.538,0.093,0.011,21.67,18.633,0.017964071856287428
2009-12-24,5.178,4.015,0.81,1.022,20.772,0.305,3.945,0.292,25.95,0.536,0.093,0.011,22.1,18.632,0.017960602549246814
2009-12-28,5.179,4.014,0.812,1.023,20.77,0.304,3.948,0.29,25.949,0.534,0.093,0.011,22.18,18.632,0.017957134581965628
2009-12-29,5.18,4.012,0.814,1.025,20.768,0.302,3.951,0.288,25.949,0.533,0.092,0.011,21.91,18.631,0.017760617760617763
2009-12-30,5.182,4.011,0.815,1.026,20.767,0.301,3.955,0.287,25.948,0.531,0.092,0.011,21.76,18.631,0.01775376302585874
2009-12-31,5.183,4.01,0.817,1.028,20.765,0.3,3.958,0.285,25.948,0.529,0.092,0.011,21.31,18.63,0.01775033764229211
