date,totalshareholderequity,debttoequityratio,grossprofit,revenue,totalliabilities,eps,cashonhand,NOI,assets,ebitda,netincome,cap_rate,v1,longtermdebt,REIT_Return
2012-08-10,6.991,3.581,0.95,1.207,24.992,0.769,0.554,0.543,31.983,0.864,0.233,0.017,47.96,22.514,0.033328565298240596
2012-08-13,6.986,3.584,0.951,1.207,24.997,0.771,0.551,0.543,31.983,0.864,0.234,0.017,47.8,22.515,0.03349556255367879
2012-08-14,6.981,3.587,0.951,1.208,25.002,0.773,0.548,0.544,31.983,0.865,0.234,0.017,47.91,22.517,0.0335195530726257
2012-08-15,6.976,3.59,0.952,1.208,25.007,0.775,0.546,0.544,31.982,0.865,0.235,0.017,47.96,22.518,0.03368692660550458
2012-08-16,6.971,3.593,0.952,1.209,25.011,0.777,0.543,0.545,31.982,0.866,0.236,0.017,48.57,22.52,0.033854540238129394
2012-08-17,6.966,3.596,0.952,1.21,25.016,0.779,0.54,0.546,31.982,0.867,0.236,0.017,48.61,22.522,0.033878840080390465
2012-08-20,6.961,3.599,0.953,1.21,25.021,0.781,0.537,0.546,31.982,0.867,0.237,0.017,48.37,22.523,0.034046832351673606
2012-08-21,6.957,3.602,0.953,1.211,25.025,0.783,0.534,0.547,31.982,0.868,0.238,0.017,48.2,22.525,0.0342101480523214
2012-08-22,6.952,3.606,0.953,1.212,25.03,0.785,0.531,0.548,31.982,0.869,0.238,0.017,48.26,22.527,0.03423475258918297
2012-08-23,6.947,3.609,0.954,1.212,25.035,0.787,0.528,0.548,31.982,0.869,0.239,0.017,47.58,22.528,0.034403339571037854
2012-08-24,6.942,3.612,0.954,1.213,25.039,0.789,0.525,0.549,31.982,0.87,0.239,0.017,47.78,22.53,0.03442811869778162
2012-08-27,6.937,3.615,0.955,1.214,25.044,0.791,0.522,0.55,31.981,0.87,0.24,0.017,48.27,22.531,0.03459708807842007
2012-08-28,6.932,3.618,0.955,1.214,25.049,0.793,0.519,0.55,31.981,0.871,0.241,0.017,48.23,22.533,0.03476630121177149
2012-08-29,6.928,3.621,0.955,1.215,25.054,0.795,0.517,0.551,31.981,0.872,0.241,0.017,47.99,22.535,0.034786374133949194
2012-08-30,6.923,3.624,0.956,1.216,25.058,0.797,0.514,0.552,31.981,0.872,0.242,0.017,47.87,22.536,0.03495594395493283
2012-08-31,6.918,3.628,0.956,1.216,25.063,0.799,0.511,0.552,31.981,0.873,0.242,0.017,48.26,22.538,0.03498120844174617
2012-09-04,6.913,3.631,0.957,1.217,25.068,0.801,0.508,0.553,31.981,0.873,0.243,0.017,48.28,22.539,0.03515116447273253
2012-09-05,6.908,3.634,0.957,1.217,25.072,0.803,0.505,0.553,31.981,0.874,0.244,0.017,48.03,22.541,0.03532136653155761
2012-09-06,6.903,3.637,0.957,1.218,25.077,0.805,0.502,0.554,31.98,0.875,0.244,0.017,48.31,22.543,0.03534695060118789
2012-09-07,6.898,3.64,0.958,1.219,25.082,0.808,0.499,0.555,31.98,0.875,0.245,0.017,48.37,22.544,0.03551754131632357
2012-09-10,6.894,3.643,0.958,1.219,25.086,0.81,0.496,0.555,31.98,0.876,0.246,0.017,47.5,22.546,0.03568320278503046
2012-09-11,6.889,3.646,0.959,1.22,25.091,0.812,0.493,0.556,31.98,0.876,0.246,0.017,47.97,22.547,0.035709101466105383
2012-09-12,6.884,3.649,0.959,1.221,25.096,0.814,0.491,0.557,31.98,0.877,0.247,0.017,48.23,22.549,0.03588030214991284
2012-09-13,6.879,3.652,0.959,1.221,25.101,0.816,0.488,0.557,31.98,0.878,0.248,0.017,49.16,22.551,0.03605175170809711
2012-09-14,6.874,3.656,0.96,1.222,25.105,0.818,0.485,0.558,31.98,0.878,0.248,0.017,49.48,22.552,0.03607797497817865
2012-09-17,6.869,3.659,0.96,1.223,25.11,0.82,0.482,0.559,31.979,0.879,0.249,0.017,49.73,22.554,0.036249818023001895
2012-09-18,6.865,3.662,0.96,1.223,25.115,0.822,0.479,0.559,31.979,0.88,0.249,0.017,49.17,22.556,0.036270939548434085
2012-09-19,6.86,3.665,0.961,1.224,25.119,0.824,0.476,0.56,31.979,0.88,0.25,0.018,48.86,22.557,0.03644314868804664
2012-09-20,6.855,3.668,0.961,1.225,25.124,0.826,0.473,0.561,31.979,0.881,0.251,0.018,47.41,22.559,0.03661560904449307
2012-09-21,6.85,3.671,0.962,1.225,25.129,0.828,0.47,0.561,31.979,0.881,0.251,0.018,47.5,22.56,0.03664233576642336
2012-09-24,6.845,3.674,0.962,1.226,25.133,0.83,0.467,0.562,31.979,0.882,0.252,0.018,47.23,22.562,0.03681519357195033
2012-09-25,6.84,3.677,0.962,1.226,25.138,0.832,0.465,0.562,31.979,0.883,0.252,0.018,46.34,22.564,0.0368421052631579
2012-09-26,6.836,3.681,0.963,1.227,25.143,0.834,0.462,0.563,31.978,0.883,0.253,0.018,45.96,22.565,0.03700994733762434
2012-09-27,6.831,3.684,0.963,1.228,25.148,0.836,0.459,0.564,31.978,0.884,0.254,0.018,46.21,22.567,0.03718342848777631
2012-09-28,6.826,3.687,0.964,1.228,25.152,0.838,0.456,0.564,31.978,0.884,0.254,0.018,46.17,22.568,0.037210665104014065
2012-09-30,6.821,3.69,0.964,1.229,25.157,0.84,0.453,0.565,31.978,0.885,0.255,0.018,46.0,22.57,0.03738454772027562
2012-10-01,6.822,3.691,0.959,1.221,25.166,0.842,0.465,0.562,31.988,0.883,0.256,0.018,45.83,22.579,0.037525652301377894
2012-10-02,6.823,3.691,0.954,1.213,25.174,0.845,0.477,0.56,31.998,0.881,0.257,0.017,46.15,22.588,0.037666715521031804
2012-10-03,6.824,3.692,0.949,1.204,25.183,0.847,0.488,0.557,32.007,0.879,0.258,0.017,46.36,22.596,0.03780773739742087
2012-10-04,6.826,3.693,0.945,1.196,25.192,0.85,0.5,0.554,32.017,0.877,0.259,0.017,46.26,22.605,0.0379431585115734
2012-10-05,6.827,3.693,0.94,1.188,25.2,0.852,0.512,0.552,32.027,0.875,0.26,0.017,46.29,22.614,0.038084077925882524
2012-10-08,6.828,3.694,0.935,1.18,25.209,0.855,0.524,0.549,32.037,0.873,0.261,0.017,46.34,22.623,0.038224956063268895
2012-10-09,6.829,3.695,0.93,1.172,25.218,0.857,0.536,0.546,32.047,0.871,0.262,0.017,46.15,22.631,0.038365792941865574
2012-10-10,6.83,3.695,0.925,1.163,25.226,0.859,0.547,0.544,32.057,0.869,0.263,0.017,46.39,22.64,0.038506588579795026
2012-10-11,6.831,3.696,0.92,1.155,25.235,0.862,0.559,0.541,32.066,0.867,0.264,0.017,46.4,22.649,0.03864734299516908
2012-10-12,6.833,3.696,0.915,1.147,25.244,0.864,0.571,0.538,32.076,0.865,0.265,0.017,46.2,22.658,0.03878237962827455
2012-10-15,6.834,3.697,0.911,1.139,25.252,0.867,0.583,0.536,32.086,0.863,0.266,0.017,46.42,22.666,0.0389230318993269
2012-10-16,6.835,3.698,0.906,1.131,25.261,0.869,0.595,0.533,32.096,0.861,0.267,0.017,46.68,22.675,0.03906364301389905
2012-10-17,6.836,3.698,0.901,1.122,25.27,0.871,0.606,0.53,32.106,0.859,0.268,0.017,46.33,22.684,0.03920421299005266
2012-10-18,6.837,3.699,0.896,1.114,25.278,0.874,0.618,0.528,32.116,0.857,0.269,0.016,46.93,22.693,0.039344741845838825
2012-10-19,6.838,3.7,0.891,1.106,25.287,0.876,0.63,0.525,32.125,0.855,0.27,0.016,46.54,22.701,0.039485229599298045
2012-10-22,6.84,3.7,0.886,1.098,25.296,0.879,0.642,0.522,32.135,0.853,0.27,0.016,46.36,22.71,0.03947368421052632
2012-10-23,6.841,3.701,0.881,1.09,25.304,0.881,0.654,0.52,32.145,0.851,0.271,0.016,45.78,22.719,0.03961409150708961
2012-10-24,6.842,3.702,0.877,1.082,25.313,0.884,0.666,0.517,32.155,0.849,0.272,0.016,45.83,22.728,0.03975445776088864
2012-10-25,6.843,3.702,0.872,1.073,25.322,0.886,0.677,0.514,32.165,0.847,0.273,0.016,45.91,22.736,0.03989478298991671
2012-10-26,6.844,3.703,0.867,1.065,25.33,0.888,0.689,0.512,32.174,0.845,0.274,0.016,45.56,22.745,0.04003506721215663
2012-10-31,6.845,3.704,0.862,1.057,25.339,0.891,0.701,0.509,32.184,0.843,0.275,0.016,46.14,22.754,0.040175310445580724
2012-11-01,6.847,3.704,0.857,1.049,25.348,0.893,0.713,0.506,32.194,0.841,0.276,0.016,46.24,22.763,0.04030962465313276
2012-11-02,6.848,3.705,0.852,1.041,25.356,0.896,0.725,0.504,32.204,0.839,0.277,0.016,47.21,22.771,0.04044976635514019
2012-11-05,6.849,3.705,0.847,1.032,25.365,0.898,0.736,0.501,32.214,0.837,0.278,0.016,46.9,22.78,0.04058986713388816
2012-11-06,6.85,3.706,0.843,1.024,25.374,0.9,0.748,0.498,32.224,0.835,0.279,0.015,47.13,22.789,0.04072992700729928
2012-11-07,6.851,3.707,0.838,1.016,25.382,0.903,0.76,0.496,32.233,0.833,0.28,0.015,47.2,22.798,0.04086994599328565
2012-11-08,6.852,3.707,0.833,1.008,25.391,0.905,0.772,0.493,32.243,0.831,0.281,0.015,46.73,22.806,0.041009924109748984
2012-11-09,6.854,3.708,0.828,1.0,25.4,0.908,0.784,0.49,32.253,0.829,0.282,0.015,46.08,22.815,0.04114385760140064
2012-11-12,6.855,3.709,0.823,0.991,25.408,0.91,0.795,0.488,32.263,0.827,0.283,0.015,46.12,22.824,0.04128373450036469
2012-11-13,6.856,3.709,0.818,0.983,25.417,0.913,0.807,0.485,32.273,0.825,0.284,0.015,46.02,22.833,0.04142357059509918
2012-11-14,6.857,3.71,0.814,0.975,25.426,0.915,0.819,0.482,32.283,0.823,0.285,0.015,44.91,22.842,0.041563365903456315
2012-11-15,6.858,3.711,0.809,0.967,25.434,0.917,0.831,0.48,32.292,0.821,0.286,0.015,44.48,22.85,0.041703120443277925
2012-11-16,6.859,3.711,0.804,0.959,25.443,0.92,0.843,0.477,32.302,0.819,0.287,0.015,44.54,22.859,0.04184283423239539
2012-11-19,6.86,3.712,0.799,0.95,25.451,0.922,0.854,0.475,32.312,0.817,0.288,0.015,45.15,22.868,0.04198250728862973
2012-11-20,6.862,3.713,0.794,0.942,25.46,0.925,0.866,0.472,32.322,0.815,0.289,0.015,45.59,22.877,0.04211600116584086
2012-11-21,6.863,3.713,0.789,0.934,25.469,0.927,0.878,0.469,32.332,0.813,0.29,0.015,45.53,22.885,0.04225557336441789
2012-11-23,6.864,3.714,0.784,0.926,25.477,0.93,0.89,0.467,32.341,0.811,0.291,0.014,45.96,22.894,0.042395104895104896
2012-11-26,6.865,3.715,0.78,0.918,25.486,0.932,0.902,0.464,32.351,0.809,0.292,0.014,46.12,22.903,0.0425345957756737
2012-11-27,6.866,3.715,0.775,0.909,25.495,0.934,0.913,0.461,32.361,0.807,0.293,0.014,45.78,22.912,0.04267404602388582
2012-11-28,6.867,3.716,0.77,0.901,25.503,0.937,0.925,0.459,32.371,0.805,0.294,0.014,45.54,22.92,0.04281345565749235
2012-11-29,6.869,3.716,0.765,0.893,25.512,0.939,0.937,0.456,32.381,0.803,0.295,0.014,45.85,22.929,0.042946571553355656
2012-11-30,6.87,3.717,0.76,0.885,25.521,0.942,0.949,0.453,32.391,0.801,0.296,0.014,46.12,22.938,0.04308588064046579
2012-12-03,6.871,3.718,0.755,0.877,25.529,0.944,0.961,0.451,32.4,0.799,0.297,0.014,46.33,22.947,0.043225149177703384
2012-12-04,6.872,3.718,0.75,0.868,25.538,0.946,0.972,0.448,32.41,0.797,0.298,0.014,46.24,22.955,0.04336437718277066
2012-12-05,6.873,3.719,0.746,0.86,25.547,0.949,0.984,0.445,32.42,0.795,0.299,0.014,46.16,22.964,0.04350356467335952
2012-12-06,6.874,3.72,0.741,0.852,25.555,0.951,0.996,0.443,32.43,0.793,0.3,0.014,46.81,22.973,0.043642711667151585
2012-12-07,6.876,3.72,0.736,0.844,25.564,0.954,1.008,0.44,32.44,0.791,0.3,0.014,47.18,22.982,0.043630017452006974
2012-12-10,6.877,3.721,0.731,0.836,25.573,0.956,1.02,0.437,32.449,0.789,0.301,0.013,47.3,22.99,0.04376908535698706
2012-12-11,6.878,3.722,0.726,0.828,25.581,0.959,1.032,0.435,32.459,0.787,0.302,0.013,47.51,22.999,0.0439081128234952
2012-12-12,6.879,3.722,0.721,0.819,25.59,0.961,1.043,0.432,32.469,0.785,0.303,0.013,47.41,23.008,0.04404709986916703
2012-12-13,6.88,3.723,0.716,0.811,25.599,0.963,1.055,0.429,32.479,0.783,0.304,0.013,46.68,23.017,0.044186046511627906
2012-12-14,6.881,3.724,0.712,0.803,25.607,0.966,1.067,0.427,32.489,0.781,0.305,0.013,46.7,23.025,0.04432495276849295
2012-12-17,6.883,3.724,0.707,0.795,25.616,0.968,1.079,0.424,32.499,0.779,0.306,0.013,47.13,23.034,0.044457358709864885
2012-12-18,6.884,3.725,0.702,0.787,25.625,0.971,1.091,0.421,32.508,0.777,0.307,0.013,47.54,23.043,0.04459616502033701
2012-12-19,6.885,3.725,0.697,0.778,25.633,0.973,1.102,0.419,32.518,0.775,0.308,0.013,47.41,23.052,0.044734931009440815
2012-12-20,6.886,3.726,0.692,0.77,25.642,0.975,1.114,0.416,32.528,0.773,0.309,0.013,47.92,23.06,0.044873656694742955
2012-12-21,6.887,3.727,0.687,0.762,25.651,0.978,1.126,0.413,32.538,0.771,0.31,0.013,47.84,23.069,0.045012342093799916
2012-12-24,6.888,3.727,0.682,0.754,25.659,0.98,1.138,0.411,32.548,0.769,0.311,0.013,47.88,23.078,0.04515098722415796
2012-12-26,6.89,3.728,0.678,0.746,25.668,0.983,1.15,0.408,32.558,0.767,0.312,0.013,47.58,23.087,0.04528301886792453
2012-12-27,6.891,3.729,0.673,0.737,25.677,0.985,1.161,0.405,32.567,0.765,0.313,0.012,47.87,23.095,0.04542156435930925
2012-12-28,6.892,3.729,0.668,0.729,25.685,0.988,1.173,0.403,32.577,0.763,0.314,0.012,47.3,23.104,0.04556006964596634
2012-12-31,6.893,3.73,0.663,0.721,25.694,0.99,1.185,0.4,32.587,0.761,0.315,0.012,47.92,23.113,0.04569853474539388
2013-01-02,6.892,3.729,0.668,0.729,25.684,0.989,1.179,0.403,32.576,0.763,0.314,0.012,49.54,23.104,0.04556006964596634
2013-01-03,6.891,3.728,0.673,0.737,25.673,0.987,1.173,0.405,32.564,0.765,0.314,0.012,49.14,23.095,0.04556668117834857
2013-01-04,6.89,3.727,0.678,0.745,25.663,0.986,1.168,0.408,32.553,0.767,0.313,0.013,49.16,23.086,0.045428156748911465
2013-01-07,6.888,3.726,0.683,0.753,25.653,0.985,1.162,0.41,32.541,0.769,0.313,0.013,49.51,23.078,0.045441347270615565
2013-01-08,6.887,3.725,0.688,0.761,25.642,0.983,1.156,0.413,32.53,0.771,0.312,0.013,49.33,23.069,0.04530274430085669
2013-01-09,6.886,3.724,0.693,0.77,25.632,0.982,1.15,0.416,32.518,0.773,0.312,0.013,49.57,23.06,0.04530932326459483
2013-01-10,6.885,3.723,0.698,0.778,25.622,0.981,1.144,0.418,32.507,0.775,0.311,0.013,49.57,23.051,0.04517066085693537
2013-01-11,6.884,3.722,0.703,0.786,25.611,0.98,1.138,0.421,32.495,0.777,0.311,0.013,49.59,23.042,0.04517722254503195
2013-01-14,6.883,3.721,0.708,0.794,25.601,0.978,1.133,0.423,32.484,0.779,0.31,0.013,49.42,23.033,0.04503850065378469
2013-01-15,6.882,3.72,0.713,0.802,25.591,0.977,1.127,0.426,32.472,0.781,0.31,0.013,49.66,23.024,0.04504504504504505
2013-01-16,6.88,3.719,0.718,0.81,25.58,0.976,1.121,0.428,32.461,0.782,0.309,0.013,49.51,23.016,0.04491279069767442
2013-01-17,6.879,3.718,0.723,0.818,25.57,0.974,1.115,0.431,32.449,0.784,0.309,0.013,49.57,23.007,0.04491931966855648
2013-01-18,6.878,3.717,0.728,0.826,25.56,0.973,1.109,0.434,32.438,0.786,0.308,0.013,49.56,22.998,0.04478045943588252
2013-01-22,6.877,3.716,0.733,0.834,25.549,0.972,1.104,0.436,32.426,0.788,0.308,0.013,49.89,22.989,0.044786971062963504
2013-01-23,6.876,3.715,0.738,0.842,25.539,0.97,1.098,0.439,32.415,0.79,0.307,0.014,50.06,22.98,0.04464805119255381
2013-01-24,6.875,3.714,0.742,0.851,25.528,0.969,1.092,0.441,32.403,0.792,0.307,0.014,50.27,22.971,0.044654545454545454
2013-01-25,6.873,3.713,0.747,0.859,25.518,0.968,1.086,0.444,32.392,0.794,0.306,0.014,50.33,22.963,0.04452204277608031
2013-01-28,6.872,3.712,0.752,0.867,25.508,0.966,1.08,0.447,32.38,0.796,0.306,0.014,50.44,22.954,0.04452852153667055
2013-01-29,6.871,3.711,0.757,0.875,25.497,0.965,1.074,0.449,32.369,0.798,0.305,0.014,50.46,22.945,0.044389462960267786
2013-01-30,6.87,3.71,0.762,0.883,25.487,0.964,1.069,0.452,32.357,0.8,0.305,0.014,50.03,22.936,0.04439592430858806
2013-01-31,6.869,3.709,0.767,0.891,25.477,0.962,1.063,0.454,32.346,0.802,0.304,0.014,49.65,22.927,0.04425680593972922
2013-02-01,6.868,3.708,0.772,0.899,25.466,0.961,1.057,0.457,32.334,0.804,0.303,0.014,50.21,22.918,0.044117647058823525
2013-02-04,6.867,3.707,0.777,0.907,25.456,0.96,1.051,0.46,32.323,0.806,0.303,0.014,50.38,22.909,0.04412407164700743
2013-02-05,6.865,3.706,0.782,0.915,25.446,0.959,1.045,0.462,32.311,0.808,0.302,0.014,50.14,22.901,0.04399126001456664
2013-02-06,6.864,3.705,0.787,0.923,25.435,0.957,1.04,0.465,32.3,0.81,0.302,0.014,50.12,22.892,0.043997668997669
2013-02-07,6.863,3.704,0.792,0.932,25.425,0.956,1.034,0.467,32.288,0.812,0.301,0.015,49.84,22.883,0.04385837097479236
2013-02-08,6.862,3.703,0.797,0.94,25.415,0.955,1.028,0.47,32.277,0.814,0.301,0.015,50.45,22.874,0.04386476245992422
2013-02-11,6.861,3.702,0.802,0.948,25.404,0.953,1.022,0.473,32.265,0.816,0.3,0.015,50.68,22.865,0.043725404459991256
2013-02-12,6.86,3.701,0.807,0.956,25.394,0.952,1.016,0.475,32.254,0.818,0.3,0.015,50.52,22.856,0.043731778425655975
2013-02-13,6.859,3.7,0.812,0.964,25.384,0.951,1.01,0.478,32.242,0.82,0.299,0.015,50.23,22.847,0.04359236040239102
2013-02-14,6.857,3.7,0.817,0.972,25.373,0.949,1.005,0.48,32.231,0.821,0.299,0.015,49.77,22.839,0.04360507510573137
2013-02-15,6.856,3.699,0.822,0.98,25.363,0.948,0.999,0.483,32.219,0.823,0.298,0.015,49.57,22.83,0.04346557759626604
2013-02-19,6.855,3.698,0.827,0.988,25.353,0.947,0.993,0.485,32.208,0.825,0.298,0.015,49.75,22.821,0.043471918307804516
2013-02-20,6.854,3.697,0.832,0.996,25.342,0.945,0.987,0.488,32.196,0.827,0.297,0.015,49.45,22.812,0.04333236066530493
2013-02-21,6.853,3.696,0.837,1.004,25.332,0.944,0.981,0.491,32.185,0.829,0.297,0.015,48.98,22.803,0.04333868378812199
2013-02-22,6.852,3.695,0.842,1.013,25.322,0.943,0.975,0.493,32.173,0.831,0.296,0.015,49.51,22.794,0.043199065966141266
2013-02-25,6.851,3.694,0.847,1.021,25.311,0.941,0.97,0.496,32.162,0.833,0.296,0.015,48.78,22.785,0.04320537147861626
2013-02-26,6.849,3.693,0.852,1.029,25.301,0.94,0.964,0.498,32.15,0.835,0.295,0.016,48.94,22.777,0.04307198131114031
2013-02-27,6.848,3.692,0.857,1.037,25.291,0.939,0.958,0.501,32.139,0.837,0.295,0.016,49.35,22.768,0.04307827102803738
2013-02-28,6.847,3.691,0.862,1.045,25.28,0.938,0.952,0.504,32.127,0.839,0.294,0.016,49.24,22.759,0.0429385132174675
2013-03-01,6.846,3.69,0.867,1.053,25.27,0.936,0.946,0.506,32.116,0.841,0.293,0.016,49.59,22.75,0.04279871457785568
2013-03-04,6.845,3.689,0.872,1.061,25.26,0.935,0.941,0.509,32.104,0.843,0.293,0.016,50.05,22.741,0.04280496712929145
2013-03-05,6.844,3.688,0.877,1.069,25.249,0.934,0.935,0.511,32.093,0.845,0.292,0.016,50.41,22.732,0.042665108123904144
2013-03-06,6.843,3.687,0.882,1.077,25.239,0.932,0.929,0.514,32.081,0.847,0.292,0.016,50.19,22.723,0.042671342978225925
2013-03-07,6.841,3.686,0.887,1.085,25.229,0.931,0.923,0.517,32.07,0.849,0.291,0.016,49.62,22.715,0.0425376406958047
2013-03-08,6.84,3.685,0.891,1.094,25.218,0.93,0.917,0.519,32.058,0.851,0.291,0.016,49.6,22.706,0.04254385964912281
2013-03-11,6.839,3.684,0.896,1.102,25.208,0.928,0.911,0.522,32.047,0.853,0.29,0.016,49.91,22.697,0.0424038602134815
2013-03-12,6.838,3.683,0.901,1.11,25.197,0.927,0.906,0.524,32.035,0.855,0.29,0.016,49.45,22.688,0.04241006142146826
2013-03-13,6.837,3.682,0.906,1.118,25.187,0.926,0.9,0.527,32.024,0.857,0.289,0.016,49.38,22.679,0.042270001462629804
2013-03-14,6.836,3.681,0.911,1.126,25.177,0.924,0.894,0.53,32.012,0.859,0.289,0.017,49.56,22.67,0.04227618490345231
2013-03-15,6.834,3.68,0.916,1.134,25.166,0.923,0.888,0.532,32.001,0.86,0.288,0.017,49.47,22.662,0.04214223002633889
2013-03-18,6.833,3.679,0.921,1.142,25.156,0.922,0.882,0.535,31.989,0.862,0.288,0.017,49.2,22.653,0.04214839748280404
2013-03-19,6.832,3.678,0.926,1.15,25.146,0.92,0.877,0.537,31.978,0.864,0.287,0.017,48.7,22.644,0.042008196721311473
2013-03-20,6.831,3.677,0.931,1.158,25.135,0.919,0.871,0.54,31.966,0.866,0.287,0.017,49.12,22.635,0.042014346362172446
2013-03-21,6.83,3.676,0.936,1.166,25.125,0.918,0.865,0.542,31.955,0.868,0.286,0.017,49.0,22.626,0.041874084919472906
2013-03-22,6.829,3.675,0.941,1.175,25.115,0.917,0.859,0.545,31.943,0.87,0.286,0.017,49.33,22.617,0.041880216722799825
2013-03-25,6.828,3.674,0.946,1.183,25.104,0.915,0.853,0.548,31.932,0.872,0.285,0.017,49.4,22.608,0.04173989455184534
2013-03-26,6.826,3.673,0.951,1.191,25.094,0.914,0.847,0.55,31.92,0.874,0.285,0.017,49.39,22.6,0.04175212423088192
2013-03-27,6.825,3.672,0.956,1.199,25.084,0.913,0.842,0.553,31.909,0.876,0.284,0.017,49.35,22.591,0.04161172161172161
2013-03-28,6.824,3.671,0.961,1.207,25.073,0.911,0.836,0.555,31.897,0.878,0.284,0.017,49.15,22.582,0.041617819460726846
2013-03-31,6.823,3.67,0.966,1.215,25.063,0.91,0.83,0.558,31.886,0.88,0.283,0.017,49.29,22.573,0.04147735600175875
2013-04-01,6.823,3.67,0.965,1.213,25.065,0.913,0.834,0.557,31.888,0.879,0.284,0.017,49.43,22.575,0.04162391909717133
2013-04-02,6.822,3.671,0.963,1.211,25.067,0.916,0.838,0.557,31.89,0.879,0.285,0.017,49.94,22.577,0.04177660510114336
2013-04-03,6.822,3.671,0.962,1.209,25.07,0.919,0.842,0.556,31.892,0.878,0.286,0.017,50.26,22.578,0.041923189680445616
2013-04-04,6.822,3.672,0.961,1.207,25.072,0.922,0.846,0.555,31.894,0.878,0.287,0.017,50.76,22.58,0.04206977425974787
2013-04-05,6.822,3.672,0.959,1.205,25.074,0.925,0.85,0.554,31.896,0.877,0.287,0.017,51.57,22.582,0.04206977425974787
2013-04-08,6.821,3.673,0.958,1.203,25.076,0.928,0.855,0.554,31.898,0.876,0.288,0.017,52.47,22.584,0.04222254801348776
2013-04-09,6.821,3.673,0.957,1.201,25.079,0.93,0.859,0.553,31.9,0.876,0.289,0.017,52.47,22.585,0.04236915408297903
2013-04-10,6.821,3.674,0.955,1.199,25.081,0.933,0.863,0.552,31.902,0.875,0.29,0.017,52.98,22.587,0.042515760152470314
2013-04-11,6.821,3.674,0.954,1.197,25.083,0.936,0.867,0.551,31.904,0.875,0.291,0.017,54.07,22.589,0.04266236622196159
2013-04-12,6.82,3.675,0.953,1.195,25.085,0.939,0.871,0.551,31.906,0.874,0.292,0.017,53.88,22.591,0.042815249266862164
2013-04-15,6.82,3.675,0.951,1.193,25.088,0.942,0.875,0.55,31.908,0.873,0.293,0.017,52.88,22.592,0.04296187683284457
2013-04-16,6.82,3.676,0.95,1.191,25.09,0.945,0.879,0.549,31.91,0.873,0.294,0.017,54.13,22.594,0.04310850439882698
2013-04-17,6.82,3.676,0.949,1.189,25.092,0.948,0.883,0.548,31.912,0.872,0.294,0.017,53.61,22.596,0.04310850439882698
2013-04-18,6.819,3.676,0.947,1.187,25.094,0.951,0.887,0.548,31.914,0.872,0.295,0.017,53.65,22.598,0.04326147528963191
2013-04-19,6.819,3.677,0.946,1.185,25.097,0.954,0.891,0.547,31.916,0.871,0.296,0.017,54.64,22.6,0.04340812435841032
2013-04-22,6.819,3.677,0.945,1.183,25.099,0.957,0.895,0.546,31.918,0.87,0.297,0.017,54.45,22.601,0.043554773427188734
2013-04-23,6.819,3.678,0.944,1.181,25.101,0.96,0.9,0.545,31.92,0.87,0.298,0.017,54.62,22.603,0.043701422495967146
2013-04-24,6.818,3.678,0.942,1.179,25.103,0.963,0.904,0.545,31.922,0.869,0.299,0.017,54.87,22.605,0.04385450278674098
2013-04-25,6.818,3.679,0.941,1.177,25.106,0.966,0.908,0.544,31.924,0.869,0.3,0.017,54.61,22.607,0.04400117336462306
2013-04-26,6.818,3.679,0.94,1.175,25.108,0.968,0.912,0.543,31.926,0.868,0.301,0.017,54.49,22.608,0.044147843942505136
2013-04-29,6.818,3.68,0.938,1.173,25.11,0.971,0.916,0.542,31.928,0.867,0.301,0.017,54.6,22.61,0.044147843942505136
2013-04-30,6.817,3.68,0.937,1.171,25.112,0.974,0.92,0.542,31.93,0.867,0.302,0.017,55.25,22.612,0.044301012175443744
2013-05-01,6.817,3.681,0.936,1.169,25.115,0.977,0.924,0.541,31.932,0.866,0.303,0.017,54.78,22.614,0.04444770426873991
2013-05-02,6.817,3.681,0.934,1.167,25.117,0.98,0.928,0.54,31.934,0.866,0.304,0.017,55.24,22.615,0.04459439636203608
2013-05-03,6.816,3.682,0.933,1.165,25.119,0.983,0.932,0.54,31.936,0.865,0.305,0.017,55.67,22.617,0.044747652582159625
2013-05-06,6.816,3.682,0.932,1.163,25.121,0.986,0.936,0.539,31.938,0.864,0.306,0.017,55.65,22.619,0.0448943661971831
2013-05-07,6.816,3.682,0.93,1.161,25.124,0.989,0.94,0.538,31.94,0.864,0.307,0.017,55.5,22.621,0.04504107981220657
2013-05-08,6.816,3.683,0.929,1.159,25.126,0.992,0.945,0.537,31.942,0.863,0.308,0.017,55.95,22.623,0.04518779342723005
2013-05-09,6.815,3.683,0.928,1.157,25.128,0.995,0.949,0.537,31.944,0.863,0.308,0.017,55.51,22.624,0.04519442406456346
2013-05-10,6.815,3.684,0.926,1.155,25.13,0.998,0.953,0.536,31.946,0.862,0.309,0.017,55.65,22.626,0.045341159207630224
2013-05-13,6.815,3.684,0.925,1.153,25.133,1.001,0.957,0.535,31.948,0.861,0.31,0.017,55.83,22.628,0.045487894350696986
2013-05-14,6.815,3.685,0.924,1.151,25.135,1.004,0.961,0.534,31.95,0.861,0.311,0.017,55.61,22.63,0.045634629493763755
2013-05-15,6.814,3.685,0.922,1.149,25.137,1.006,0.965,0.534,31.951,0.86,0.312,0.017,55.73,22.631,0.04578808335779278
2013-05-16,6.814,3.686,0.921,1.147,25.139,1.009,0.969,0.533,31.953,0.86,0.313,0.017,55.09,22.633,0.0459348400352216
