date,totalshareholderequity,debttoequityratio,grossprofit,revenue,totalliabilities,eps,cashonhand,NOI,assets,ebitda,netincome,cap_rate,v1,longtermdebt,cpi
2011-09-13,5.524,3.593,0.835,1.067,19.840,0.883,0.619,0.481,25.364,0.754,0.260,0.019,34.180,17.722,
2011-09-14,5.523,3.597,0.835,1.068,19.857,0.887,0.616,0.481,25.380,0.754,0.261,0.019,34.220,17.736,
2011-09-15,5.522,3.600,0.836,1.068,19.874,0.890,0.613,0.481,25.396,0.755,0.262,0.019,34.980,17.750,
2011-09-16,5.521,3.604,0.836,1.069,19.891,0.894,0.609,0.482,25.412,0.755,0.263,0.019,35.450,17.764,
2011-09-19,5.520,3.608,0.836,1.069,19.909,0.898,0.606,0.482,25.429,0.755,0.264,0.019,34.900,17.778,
2011-09-20,5.519,3.611,0.837,1.070,19.926,0.901,0.603,0.482,25.445,0.756,0.265,0.019,35.120,17.792,
2011-09-21,5.518,3.615,0.837,1.070,19.943,0.905,0.599,0.482,25.461,0.756,0.266,0.019,33.050,17.806,
2011-09-22,5.517,3.618,0.838,1.071,19.960,0.908,0.596,0.482,25.477,0.756,0.268,0.019,32.550,17.820,
2011-09-23,5.516,3.622,0.838,1.071,19.977,0.912,0.593,0.483,25.494,0.756,0.269,0.019,33.110,17.834,
2011-09-26,5.516,3.626,0.838,1.072,19.994,0.916,0.589,0.483,25.510,0.757,0.270,0.019,33.340,17.847,
2011-09-27,5.515,3.629,0.839,1.072,20.012,0.919,0.586,0.483,25.526,0.757,0.271,0.019,33.370,17.861,
2011-09-28,5.514,3.633,0.839,1.073,20.029,0.923,0.583,0.484,25.542,0.757,0.272,0.019,32.680,17.875,
2011-09-29,5.513,3.636,0.840,1.073,20.046,0.926,0.579,0.484,25.559,0.758,0.273,0.019,33.070,17.889,
2011-09-30,5.512,3.640,0.840,1.074,20.063,0.930,0.576,0.484,25.575,0.758,0.274,0.019,32.310,17.903,
2011-10-03,5.512,3.641,0.841,1.076,20.073,0.935,0.579,0.485,25.585,0.759,0.275,0.019,31.260,17.911,
2011-10-04,5.513,3.643,0.843,1.077,20.082,0.940,0.583,0.486,25.595,0.760,0.277,0.019,32.520,17.920,
2011-10-05,5.514,3.644,0.844,1.079,20.092,0.945,0.586,0.487,25.605,0.762,0.278,0.019,32.110,17.928,
2011-10-06,5.514,3.646,0.846,1.080,20.101,0.949,0.590,0.488,25.615,0.763,0.280,0.019,33.040,17.937,
2011-10-07,5.514,3.647,0.847,1.082,20.111,0.954,0.593,0.488,25.625,0.764,0.281,0.019,32.140,17.945,
2011-10-10,5.515,3.648,0.849,1.083,20.120,0.959,0.597,0.489,25.635,0.765,0.282,0.019,33.640,17.954,
2011-10-11,5.515,3.650,0.850,1.085,20.130,0.964,0.600,0.490,25.645,0.766,0.284,0.019,33.120,17.962,
2011-10-12,5.516,3.651,0.852,1.086,20.139,0.969,0.604,0.491,25.655,0.768,0.285,0.019,33.820,17.971,
2011-10-13,5.516,3.653,0.853,1.088,20.149,0.974,0.607,0.492,25.665,0.769,0.287,0.019,33.220,17.979,
2011-10-14,5.517,3.654,0.855,1.089,20.158,0.978,0.611,0.493,25.675,0.770,0.288,0.019,34.010,17.988,
2011-10-17,5.517,3.655,0.856,1.091,20.168,0.983,0.614,0.494,25.685,0.771,0.289,0.019,33.150,17.996,
2011-10-18,5.518,3.657,0.858,1.092,20.177,0.988,0.618,0.495,25.695,0.772,0.291,0.019,34.400,18.005,
2011-10-19,5.518,3.658,0.859,1.094,20.187,0.993,0.621,0.496,25.705,0.773,0.292,0.019,33.920,18.013,
2011-10-20,5.519,3.660,0.861,1.095,20.196,0.998,0.625,0.496,25.715,0.775,0.293,0.019,34.260,18.022,
2011-10-21,5.520,3.661,0.862,1.097,20.206,1.003,0.628,0.497,25.725,0.776,0.295,0.019,35.430,18.030,
2011-10-24,5.520,3.662,0.864,1.098,20.216,1.008,0.632,0.498,25.736,0.777,0.296,0.019,36.060,18.039,
2011-10-25,5.520,3.664,0.865,1.100,20.225,1.012,0.635,0.499,25.746,0.778,0.298,0.019,35.550,18.047,
2011-10-26,5.521,3.665,0.867,1.101,20.235,1.017,0.639,0.500,25.756,0.779,0.299,0.019,36.270,18.056,
2011-10-27,5.522,3.667,0.868,1.103,20.244,1.022,0.642,0.501,25.766,0.781,0.300,0.019,37.300,18.064,
2011-10-28,5.522,3.668,0.870,1.104,20.254,1.027,0.646,0.502,25.776,0.782,0.302,0.019,37.990,18.073,
2011-10-31,5.522,3.670,0.871,1.106,20.263,1.032,0.649,0.503,25.786,0.783,0.303,0.019,37.700,18.081,
2011-11-01,5.523,3.671,0.873,1.107,20.273,1.037,0.653,0.504,25.796,0.784,0.305,0.020,36.790,18.090,
2011-11-02,5.523,3.672,0.874,1.109,20.282,1.041,0.656,0.504,25.806,0.785,0.306,0.020,37.470,18.098,
2011-11-03,5.524,3.674,0.876,1.110,20.292,1.046,0.660,0.505,25.816,0.786,0.307,0.020,37.980,18.107,
2011-11-04,5.524,3.675,0.878,1.112,20.301,1.051,0.663,0.506,25.826,0.788,0.309,0.020,37.820,18.115,
2011-11-07,5.525,3.677,0.879,1.113,20.311,1.056,0.667,0.507,25.836,0.789,0.310,0.020,38.090,18.124,
2011-11-08,5.525,3.678,0.881,1.115,20.320,1.061,0.670,0.508,25.846,0.790,0.312,0.020,38.390,18.132,
2011-11-09,5.526,3.679,0.882,1.116,20.330,1.066,0.674,0.509,25.856,0.791,0.313,0.020,36.740,18.141,
2011-11-10,5.526,3.681,0.884,1.118,20.339,1.070,0.677,0.510,25.866,0.792,0.314,0.020,36.930,18.149,
2011-11-11,5.527,3.682,0.885,1.119,20.349,1.075,0.681,0.511,25.876,0.794,0.316,0.020,37.560,18.158,
2011-11-14,5.528,3.684,0.887,1.121,20.358,1.080,0.684,0.512,25.886,0.795,0.317,0.020,36.690,18.166,
2011-11-15,5.528,3.685,0.888,1.122,20.368,1.085,0.688,0.512,25.896,0.796,0.318,0.020,37.060,18.175,
2011-11-16,5.528,3.686,0.890,1.124,20.378,1.090,0.691,0.513,25.906,0.797,0.320,0.020,36.350,18.183,
2011-11-17,5.529,3.688,0.891,1.126,20.387,1.095,0.694,0.514,25.916,0.798,0.321,0.020,35.840,18.191,
2011-11-18,5.530,3.689,0.893,1.127,20.397,1.100,0.698,0.515,25.926,0.800,0.323,0.020,36.160,18.200,
2011-11-21,5.530,3.691,0.894,1.129,20.406,1.104,0.701,0.516,25.936,0.801,0.324,0.020,35.070,18.208,
2011-11-22,5.530,3.692,0.896,1.130,20.416,1.109,0.705,0.517,25.946,0.802,0.325,0.020,34.960,18.217,
2011-11-23,5.531,3.693,0.897,1.132,20.425,1.114,0.708,0.518,25.956,0.803,0.327,0.020,33.980,18.225,
2011-11-25,5.531,3.695,0.899,1.133,20.435,1.119,0.712,0.519,25.966,0.804,0.328,0.020,34.140,18.234,
2011-11-28,5.532,3.696,0.900,1.135,20.444,1.124,0.715,0.520,25.976,0.806,0.330,0.020,34.790,18.242,
2011-11-29,5.532,3.698,0.902,1.136,20.454,1.129,0.719,0.521,25.986,0.807,0.331,0.020,34.980,18.251,
2011-11-30,5.533,3.699,0.903,1.138,20.463,1.133,0.722,0.521,25.996,0.808,0.332,0.020,36.490,18.259,
2011-12-01,5.533,3.700,0.905,1.139,20.473,1.138,0.726,0.522,26.006,0.809,0.334,0.020,36.100,18.268,
2011-12-02,5.534,3.702,0.906,1.141,20.482,1.143,0.729,0.523,26.016,0.810,0.335,0.020,36.040,18.276,
2011-12-05,5.534,3.703,0.908,1.142,20.492,1.148,0.733,0.524,26.026,0.811,0.337,0.020,36.090,18.285,
2011-12-06,5.535,3.705,0.909,1.144,20.501,1.153,0.736,0.525,26.036,0.813,0.338,0.020,36.050,18.293,
2011-12-07,5.536,3.706,0.911,1.145,20.511,1.158,0.740,0.526,26.046,0.814,0.339,0.020,36.480,18.302,
2011-12-08,5.536,3.708,0.912,1.147,20.520,1.162,0.743,0.527,26.056,0.815,0.341,0.020,35.660,18.310,
2011-12-09,5.536,3.709,0.914,1.148,20.530,1.167,0.747,0.528,26.067,0.816,0.342,0.020,36.480,18.319,
2011-12-12,5.537,3.710,0.915,1.150,20.540,1.172,0.750,0.529,26.077,0.817,0.344,0.020,35.730,18.327,
2011-12-13,5.538,3.712,0.917,1.151,20.549,1.177,0.754,0.529,26.087,0.819,0.345,0.020,35.380,18.336,
2011-12-14,5.538,3.713,0.918,1.153,20.559,1.182,0.757,0.530,26.097,0.820,0.346,0.020,35.370,18.344,
2011-12-15,5.538,3.715,0.920,1.154,20.568,1.187,0.761,0.531,26.107,0.821,0.348,0.020,35.880,18.353,
2011-12-16,5.539,3.716,0.921,1.156,20.578,1.192,0.764,0.532,26.117,0.822,0.349,0.020,36.200,18.361,
2011-12-19,5.539,3.717,0.923,1.157,20.587,1.196,0.768,0.533,26.127,0.823,0.350,0.020,36.180,18.370,
2011-12-20,5.540,3.719,0.924,1.159,20.597,1.201,0.771,0.534,26.137,0.824,0.352,0.020,37.360,18.378,
2011-12-21,5.540,3.720,0.926,1.160,20.606,1.206,0.775,0.535,26.147,0.826,0.353,0.020,37.460,18.387,
2011-12-22,5.541,3.722,0.927,1.162,20.616,1.211,0.778,0.536,26.157,0.827,0.355,0.020,37.880,18.395,
2011-12-23,5.541,3.723,0.929,1.163,20.625,1.216,0.782,0.537,26.167,0.828,0.356,0.021,38.230,18.404,
2011-12-27,5.542,3.724,0.930,1.165,20.635,1.221,0.785,0.537,26.177,0.829,0.357,0.021,38.450,18.412,
2011-12-28,5.542,3.726,0.932,1.166,20.644,1.225,0.789,0.538,26.187,0.830,0.359,0.021,37.870,18.421,
2011-12-29,5.543,3.727,0.933,1.168,20.654,1.230,0.792,0.539,26.197,0.832,0.360,0.021,38.110,18.429,
2011-12-30,5.544,3.729,0.935,1.169,20.663,1.235,0.796,0.540,26.207,0.833,0.362,0.021,37.840,18.438,
2011-12-31,5.544,3.730,0.936,1.171,20.673,1.240,0.799,0.541,26.217,0.834,0.363,0.021,38.050,18.446,
2012-01-03,5.572,3.726,0.935,1.170,20.744,1.255,0.800,0.541,26.315,0.834,0.367,0.021,38.260,18.515,
2012-01-04,5.600,3.721,0.935,1.169,20.814,1.270,0.802,0.540,26.414,0.833,0.372,0.020,37.590,18.584,
2012-01-05,5.627,3.717,0.934,1.169,20.885,1.285,0.803,0.540,26.512,0.833,0.376,0.020,37.790,18.653,
2012-01-06,5.655,3.712,0.933,1.168,20.956,1.300,0.804,0.539,26.611,0.833,0.381,0.020,37.500,18.723,
2012-01-09,5.683,3.708,0.932,1.167,21.026,1.315,0.806,0.539,26.709,0.832,0.385,0.020,37.470,18.792,
2012-01-10,5.711,3.703,0.932,1.166,21.097,1.330,0.807,0.539,26.807,0.832,0.390,0.020,37.700,18.861,
2012-01-11,5.738,3.699,0.931,1.165,21.168,1.344,0.808,0.538,26.906,0.832,0.394,0.020,37.860,18.930,
2012-01-12,5.766,3.694,0.930,1.164,21.238,1.359,0.809,0.538,27.004,0.832,0.399,0.020,37.560,18.999,
2012-01-13,5.794,3.690,0.929,1.164,21.309,1.374,0.811,0.538,27.103,0.831,0.403,0.020,37.530,19.068,
2012-01-17,5.822,3.686,0.929,1.163,21.380,1.389,0.812,0.537,27.201,0.831,0.408,0.020,37.910,19.137,
2012-01-18,5.850,3.681,0.928,1.162,21.450,1.404,0.813,0.537,27.300,0.831,0.412,0.020,37.990,19.206,
2012-01-19,5.877,3.677,0.927,1.161,21.521,1.419,0.815,0.536,27.398,0.830,0.417,0.020,38.800,19.276,
2012-01-20,5.905,3.672,0.927,1.160,21.591,1.434,0.816,0.536,27.496,0.830,0.421,0.020,38.930,19.345,
2012-01-23,5.933,3.668,0.926,1.159,21.662,1.449,0.817,0.536,27.595,0.830,0.426,0.020,38.920,19.414,
2012-01-24,5.961,3.663,0.925,1.159,21.733,1.464,0.819,0.535,27.693,0.829,0.430,0.020,39.550,19.483,
2012-01-25,5.988,3.659,0.924,1.158,21.803,1.479,0.820,0.535,27.792,0.829,0.435,0.019,40.160,19.552,
2012-01-26,6.016,3.654,0.924,1.157,21.874,1.494,0.821,0.535,27.890,0.829,0.439,0.019,40.370,19.621,
2012-01-27,6.044,3.650,0.923,1.156,21.945,1.509,0.822,0.534,27.988,0.829,0.444,0.019,40.420,19.690,
2012-01-30,6.072,3.646,0.922,1.155,22.015,1.523,0.824,0.534,28.087,0.828,0.448,0.019,40.070,19.759,
2012-01-31,6.100,3.641,0.921,1.154,22.086,1.538,0.825,0.533,28.185,0.828,0.453,0.019,40.170,19.829,
2012-02-01,6.127,3.637,0.921,1.154,22.157,1.553,0.826,0.533,28.284,0.828,0.457,0.019,40.360,19.898,
2012-02-02,6.155,3.632,0.920,1.153,22.227,1.568,0.828,0.533,28.382,0.827,0.461,0.019,40.640,19.967,
2012-02-03,6.183,3.628,0.919,1.152,22.298,1.583,0.829,0.532,28.480,0.827,0.466,0.019,41.020,20.036,
2012-02-06,6.211,3.623,0.918,1.151,22.369,1.598,0.830,0.532,28.579,0.827,0.470,0.019,40.660,20.105,
2012-02-07,6.238,3.619,0.918,1.150,22.439,1.613,0.832,0.531,28.677,0.826,0.475,0.019,40.650,20.174,
2012-02-08,6.266,3.614,0.917,1.150,22.510,1.628,0.833,0.531,28.776,0.826,0.479,0.019,40.700,20.243,
2012-02-09,6.294,3.610,0.916,1.149,22.581,1.643,0.834,0.531,28.874,0.826,0.484,0.019,40.780,20.312,
2012-02-10,6.322,3.606,0.916,1.148,22.651,1.658,0.835,0.530,28.973,0.826,0.488,0.019,40.440,20.382,
2012-02-13,6.350,3.601,0.915,1.147,22.722,1.673,0.837,0.530,29.071,0.825,0.493,0.018,40.470,20.451,
2012-02-14,6.377,3.597,0.914,1.146,22.793,1.688,0.838,0.530,29.169,0.825,0.497,0.018,40.150,20.520,
2012-02-15,6.405,3.592,0.913,1.145,22.863,1.703,0.839,0.529,29.268,0.825,0.502,0.018,40.240,20.589,
2012-02-16,6.433,3.588,0.913,1.145,22.934,1.717,0.841,0.529,29.366,0.824,0.506,0.018,40.790,20.658,
2012-02-17,6.461,3.583,0.912,1.144,23.004,1.732,0.842,0.528,29.465,0.824,0.511,0.018,40.730,20.727,
2012-02-21,6.488,3.579,0.911,1.143,23.075,1.747,0.843,0.528,29.563,0.824,0.515,0.018,40.160,20.796,
2012-02-22,6.516,3.574,0.910,1.142,23.146,1.762,0.845,0.528,29.661,0.823,0.520,0.018,39.890,20.865,
2012-02-23,6.544,3.570,0.910,1.141,23.216,1.777,0.846,0.527,29.760,0.823,0.524,0.018,40.150,20.935,
2012-02-24,6.572,3.566,0.909,1.140,23.287,1.792,0.847,0.527,29.858,0.823,0.529,0.018,40.410,21.004,
2012-02-27,6.600,3.561,0.908,1.140,23.358,1.807,0.848,0.527,29.957,0.823,0.533,0.018,40.460,21.073,
2012-02-28,6.627,3.557,0.908,1.139,23.428,1.822,0.850,0.526,30.055,0.822,0.538,0.018,40.300,21.142,
2012-02-29,6.655,3.552,0.907,1.138,23.499,1.837,0.851,0.526,30.154,0.822,0.542,0.018,40.060,21.211,
2012-03-01,6.683,3.548,0.906,1.137,23.570,1.852,0.852,0.525,30.252,0.822,0.547,0.018,40.330,21.280,
2012-03-02,6.711,3.543,0.905,1.136,23.640,1.867,0.854,0.525,30.350,0.821,0.551,0.018,40.580,21.349,
2012-03-05,6.738,3.539,0.905,1.136,23.711,1.882,0.855,0.525,30.449,0.821,0.555,0.017,40.930,21.418,
2012-03-06,6.766,3.534,0.904,1.135,23.782,1.897,0.856,0.524,30.547,0.821,0.560,0.017,40.430,21.488,
2012-03-07,6.794,3.530,0.903,1.134,23.852,1.911,0.858,0.524,30.646,0.820,0.564,0.017,40.870,21.557,
2012-03-08,6.822,3.526,0.902,1.133,23.923,1.926,0.859,0.523,30.744,0.820,0.569,0.017,40.880,21.626,
2012-03-09,6.850,3.521,0.902,1.132,23.994,1.941,0.860,0.523,30.842,0.820,0.573,0.017,40.350,21.695,
2012-03-12,6.877,3.517,0.901,1.131,24.064,1.956,0.861,0.523,30.941,0.820,0.578,0.017,41.150,21.764,
2012-03-13,6.905,3.512,0.900,1.131,24.135,1.971,0.863,0.522,31.039,0.819,0.582,0.017,41.680,21.833,
2012-03-14,6.933,3.508,0.899,1.130,24.206,1.986,0.864,0.522,31.138,0.819,0.587,0.017,41.730,21.902,
2012-03-15,6.961,3.503,0.899,1.129,24.276,2.001,0.865,0.522,31.236,0.819,0.591,0.017,41.750,21.971,
2012-03-16,6.988,3.499,0.898,1.128,24.347,2.016,0.867,0.521,31.334,0.818,0.596,0.017,41.960,22.041,
2012-03-19,7.016,3.494,0.897,1.127,24.417,2.031,0.868,0.521,31.433,0.818,0.600,0.017,42.460,22.110,
2012-03-20,7.044,3.490,0.897,1.126,24.488,2.046,0.869,0.520,31.531,0.818,0.605,0.017,42.430,22.179,
2012-03-21,7.072,3.486,0.896,1.126,24.559,2.061,0.871,0.520,31.630,0.817,0.609,0.017,42.640,22.248,
2012-03-22,7.100,3.481,0.895,1.125,24.629,2.076,0.872,0.520,31.728,0.817,0.614,0.016,42.220,22.317,
2012-03-23,7.127,3.477,0.894,1.124,24.700,2.090,0.873,0.519,31.827,0.817,0.618,0.016,42.470,22.386,
2012-03-26,7.155,3.472,0.894,1.123,24.771,2.105,0.874,0.519,31.925,0.817,0.623,0.016,42.740,22.455,
2012-03-27,7.183,3.468,0.893,1.122,24.841,2.120,0.876,0.519,32.023,0.816,0.627,0.016,42.760,22.524,
2012-03-28,7.211,3.463,0.892,1.121,24.912,2.135,0.877,0.518,32.122,0.816,0.632,0.016,42.660,22.594,
2012-03-29,7.238,3.459,0.891,1.121,24.983,2.150,0.878,0.518,32.220,0.816,0.636,0.016,42.800,22.663,
2012-03-30,7.266,3.454,0.891,1.120,25.053,2.165,0.880,0.517,32.319,0.815,0.641,0.016,43.080,22.732,
2012-03-31,7.294,3.450,0.890,1.119,25.124,2.180,0.881,0.517,32.417,0.815,0.645,0.016,43.820,22.801,
2012-04-02,7.291,3.451,0.891,1.120,25.120,2.157,0.877,0.517,32.410,0.815,0.638,0.016,44.560,22.796,
2012-04-03,7.289,3.451,0.892,1.121,25.116,2.134,0.873,0.517,32.404,0.816,0.632,0.016,44.460,22.791,
2012-04-04,7.286,3.452,0.892,1.122,25.111,2.111,0.870,0.517,32.397,0.816,0.625,0.016,44.170,22.785,
2012-04-05,7.284,3.452,0.893,1.123,25.107,2.088,0.866,0.517,32.390,0.817,0.618,0.016,44.210,22.780,
2012-04-09,7.281,3.453,0.894,1.124,25.103,2.065,0.862,0.518,32.383,0.817,0.611,0.016,43.870,22.775,
2012-04-10,7.279,3.454,0.895,1.125,25.099,2.042,0.858,0.518,32.377,0.818,0.605,0.016,42.980,22.770,
2012-04-11,7.276,3.454,0.895,1.127,25.095,2.019,0.854,0.518,32.370,0.818,0.598,0.016,43.470,22.764,
2012-04-12,7.274,3.455,0.896,1.128,25.090,1.996,0.851,0.518,32.363,0.819,0.591,0.016,44.190,22.759,
2012-04-13,7.271,3.456,0.897,1.129,25.086,1.973,0.847,0.518,32.357,0.819,0.585,0.016,43.890,22.754,
2012-04-16,7.269,3.456,0.898,1.130,25.082,1.950,0.843,0.518,32.350,0.820,0.578,0.016,45.080,22.749,
2012-04-17,7.266,3.457,0.898,1.131,25.078,1.927,0.839,0.518,32.343,0.820,0.571,0.016,45.340,22.744,
2012-04-18,7.263,3.458,0.899,1.132,25.074,1.904,0.835,0.518,32.336,0.821,0.564,0.016,45.190,22.738,
2012-04-19,7.261,3.458,0.900,1.133,25.070,1.881,0.832,0.518,32.330,0.821,0.558,0.016,44.900,22.733,
2012-04-20,7.258,3.459,0.901,1.134,25.065,1.858,0.828,0.519,32.323,0.822,0.551,0.016,45.520,22.728,
2012-04-23,7.256,3.459,0.901,1.135,25.061,1.835,0.824,0.519,32.316,0.822,0.544,0.016,45.070,22.723,
2012-04-24,7.253,3.460,0.902,1.136,25.057,1.812,0.820,0.519,32.310,0.823,0.538,0.016,45.750,22.717,
2012-04-25,7.251,3.461,0.903,1.137,25.053,1.790,0.816,0.519,32.303,0.823,0.531,0.016,46.300,22.712,
2012-04-26,7.248,3.461,0.904,1.138,25.049,1.767,0.813,0.519,32.296,0.824,0.524,0.016,46.150,22.707,
2012-04-27,7.246,3.462,0.905,1.139,25.044,1.744,0.809,0.519,32.289,0.824,0.517,0.016,47.100,22.702,
2012-04-30,7.243,3.463,0.905,1.141,25.040,1.721,0.805,0.519,32.283,0.825,0.511,0.016,47.190,22.697,
2012-05-01,7.241,3.463,0.906,1.142,25.036,1.698,0.801,0.519,32.276,0.825,0.504,0.016,47.790,22.691,
2012-05-02,7.238,3.464,0.907,1.143,25.032,1.675,0.797,0.519,32.269,0.826,0.497,0.016,47.610,22.686,
2012-05-03,7.235,3.464,0.908,1.144,25.028,1.652,0.794,0.520,32.262,0.826,0.490,0.016,47.160,22.681,
2012-05-04,7.233,3.465,0.908,1.145,25.024,1.629,0.790,0.520,32.256,0.827,0.484,0.016,46.760,22.676,
2012-05-07,7.230,3.466,0.909,1.146,25.019,1.606,0.786,0.520,32.249,0.827,0.477,0.016,47.030,22.671,
2012-05-08,7.228,3.466,0.910,1.147,25.015,1.583,0.782,0.520,32.242,0.828,0.470,0.016,47.130,22.665,
2012-05-09,7.225,3.467,0.911,1.148,25.011,1.560,0.778,0.520,32.236,0.828,0.464,0.016,46.920,22.660,
2012-05-10,7.223,3.468,0.911,1.149,25.007,1.537,0.775,0.520,32.229,0.829,0.457,0.016,46.980,22.655,
2012-05-11,7.220,3.468,0.912,1.150,25.003,1.514,0.771,0.520,32.222,0.829,0.450,0.016,47.330,22.650,
2012-05-14,7.218,3.469,0.913,1.151,24.998,1.491,0.767,0.520,32.215,0.830,0.443,0.016,46.840,22.644,
2012-05-15,7.215,3.469,0.914,1.152,24.994,1.468,0.763,0.520,32.209,0.830,0.437,0.016,46.480,22.639,
2012-05-16,7.212,3.470,0.914,1.154,24.990,1.445,0.760,0.520,32.202,0.830,0.430,0.016,45.590,22.634,
2012-05-17,7.210,3.471,0.915,1.155,24.986,1.422,0.756,0.521,32.195,0.831,0.423,0.016,44.370,22.629,
2012-05-18,7.207,3.471,0.916,1.156,24.982,1.399,0.752,0.521,32.189,0.831,0.417,0.016,43.770,22.624,
2012-05-21,7.205,3.472,0.917,1.157,24.977,1.376,0.748,0.521,32.182,0.832,0.410,0.016,44.720,22.618,
2012-05-22,7.202,3.472,0.918,1.158,24.973,1.353,0.744,0.521,32.175,0.832,0.403,0.016,44.810,22.613,
2012-05-23,7.200,3.473,0.918,1.159,24.969,1.330,0.741,0.521,32.168,0.833,0.396,0.016,44.850,22.608,
2012-05-24,7.197,3.474,0.919,1.160,24.965,1.307,0.737,0.521,32.162,0.833,0.390,0.016,45.190,22.603,
2012-05-25,7.195,3.474,0.920,1.161,24.961,1.284,0.733,0.521,32.155,0.834,0.383,0.016,44.920,22.597,
2012-05-29,7.192,3.475,0.921,1.162,24.957,1.261,0.729,0.521,32.148,0.834,0.376,0.016,45.540,22.592,
2012-05-30,7.190,3.476,0.921,1.163,24.952,1.238,0.725,0.521,32.142,0.835,0.370,0.016,44.330,22.587,
2012-05-31,7.187,3.476,0.922,1.164,24.948,1.215,0.722,0.522,32.135,0.835,0.363,0.016,44.740,22.582,
2012-06-01,7.184,3.477,0.923,1.165,24.944,1.192,0.718,0.522,32.128,0.836,0.356,0.016,43.520,22.577,
2012-06-04,7.182,3.478,0.924,1.166,24.940,1.169,0.714,0.522,32.121,0.836,0.349,0.016,43.470,22.571,
2012-06-05,7.179,3.478,0.924,1.168,24.936,1.146,0.710,0.522,32.115,0.837,0.343,0.016,44.320,22.566,
2012-06-06,7.177,3.479,0.925,1.169,24.931,1.123,0.706,0.522,32.108,0.837,0.336,0.016,45.220,22.561,
2012-06-07,7.174,3.479,0.926,1.170,24.927,1.100,0.703,0.522,32.101,0.838,0.329,0.016,45.120,22.556,
2012-06-08,7.172,3.480,0.927,1.171,24.923,1.078,0.699,0.522,32.094,0.838,0.322,0.016,45.670,22.550,
2012-06-11,7.169,3.481,0.928,1.172,24.919,1.055,0.695,0.522,32.088,0.839,0.316,0.016,44.800,22.545,
2012-06-12,7.167,3.481,0.928,1.173,24.915,1.032,0.691,0.522,32.081,0.839,0.309,0.016,45.190,22.540,
2012-06-13,7.164,3.482,0.929,1.174,24.910,1.009,0.687,0.523,32.074,0.840,0.302,0.016,44.680,22.535,
2012-06-14,7.162,3.483,0.930,1.175,24.906,0.986,0.684,0.523,32.068,0.840,0.296,0.016,44.960,22.530,
2012-06-15,7.159,3.483,0.931,1.176,24.902,0.963,0.680,0.523,32.061,0.841,0.289,0.016,45.230,22.524,
2012-06-18,7.156,3.484,0.931,1.177,24.898,0.940,0.676,0.523,32.054,0.841,0.282,0.016,45.280,22.519,
2012-06-19,7.154,3.484,0.932,1.178,24.894,0.917,0.672,0.523,32.047,0.842,0.275,0.016,45.870,22.514,
2012-06-20,7.151,3.485,0.933,1.179,24.890,0.894,0.668,0.523,32.041,0.842,0.269,0.016,46.180,22.509,
2012-06-21,7.149,3.486,0.934,1.180,24.885,0.871,0.665,0.523,32.034,0.843,0.262,0.016,45.340,22.504,
2012-06-22,7.146,3.486,0.934,1.182,24.881,0.848,0.661,0.523,32.027,0.843,0.255,0.016,45.540,22.498,
2012-06-25,7.144,3.487,0.935,1.183,24.877,0.825,0.657,0.523,32.021,0.844,0.249,0.016,45.460,22.493,
2012-06-26,7.141,3.488,0.936,1.184,24.873,0.802,0.653,0.524,32.014,0.844,0.242,0.016,45.630,22.488,
2012-06-27,7.139,3.488,0.937,1.185,24.869,0.779,0.649,0.524,32.007,0.845,0.235,0.016,45.790,22.483,
2012-06-28,7.136,3.489,0.937,1.186,24.864,0.756,0.646,0.524,32.000,0.845,0.228,0.016,46.000,22.477,
2012-06-29,7.134,3.489,0.938,1.187,24.860,0.733,0.642,0.524,31.994,0.846,0.222,0.016,47.200,22.472,
2012-06-30,7.131,3.490,0.939,1.188,24.856,0.710,0.638,0.524,31.987,0.846,0.215,0.016,47.635,22.467,
2012-07-02,7.126,3.493,0.939,1.189,24.861,0.712,0.635,0.525,31.987,0.847,0.216,0.016,48.070,22.469,
2012-07-03,7.121,3.496,0.940,1.189,24.865,0.714,0.632,0.525,31.987,0.847,0.216,0.016,48.200,22.470,
2012-07-05,7.116,3.499,0.940,1.190,24.870,0.716,0.629,0.526,31.987,0.848,0.217,0.016,47.700,22.472,
2012-07-06,7.112,3.503,0.941,1.191,24.875,0.718,0.626,0.527,31.986,0.848,0.218,0.016,47.870,22.473,
2012-07-09,7.107,3.506,0.941,1.191,24.880,0.720,0.624,0.527,31.986,0.849,0.218,0.016,48.220,22.475,
2012-07-10,7.102,3.509,0.941,1.192,24.884,0.722,0.621,0.528,31.986,0.850,0.219,0.017,47.670,22.477,
2012-07-11,7.097,3.512,0.942,1.192,24.889,0.724,0.618,0.528,31.986,0.850,0.219,0.017,47.780,22.478,
2012-07-12,7.092,3.515,0.942,1.193,24.894,0.726,0.615,0.529,31.986,0.851,0.220,0.017,47.720,22.480,
2012-07-13,7.087,3.518,0.943,1.194,24.898,0.728,0.612,0.530,31.986,0.851,0.221,0.017,48.220,22.481,
2012-07-16,7.083,3.521,0.943,1.194,24.903,0.730,0.609,0.530,31.986,0.852,0.221,0.017,48.210,22.483,
2012-07-17,7.078,3.524,0.943,1.195,24.908,0.732,0.606,0.531,31.985,0.853,0.222,0.017,48.610,22.485,
2012-07-18,7.073,3.528,0.944,1.196,24.912,0.734,0.603,0.532,31.985,0.853,0.222,0.017,48.430,22.486,
