date_idx,cap_rate
1,0.017193546738131536
2,0.01719279490161947
3,0.017192043065107406
4,0.01719129122859534
5,0.017190539392083277
6,0.017189787555571212
7,0.01718903571905915
8,0.017188283882547086
9,0.01718753204603502
10,0.017186780209522957
11,0.017186028373010892
12,0.017185276536498827
13,0.017184524699986763
14,0.017183772863474698
15,0.017183021026962633
16,0.01718226919045057
17,0.017181517353938504
18,0.01718076551742644
19,0.017180013680914374
20,0.017179261844402313
21,0.01717851000789025
22,0.017177758171378184
23,0.01717700633486612
24,0.017176254498354054
25,0.01717550266184199
26,0.017174750825329925
27,0.01717399898881786
28,0.017173247152305796
29,0.01717249531579373
30,0.017171743479281666
31,0.0171709916427696
32,0.017170239806257537
33,0.017169487969745476
34,0.01716873613323341
35,0.017167984296721346
36,0.01716723246020928
37,0.017166480623697217
38,0.017165728787185152
39,0.017164976950673087
40,0.017164225114161023
41,0.017163473277648958
42,0.017162721441136893
43,0.01716196960462483
44,0.017161217768112764
45,0.0171604659316007
46,0.017159714095088638
47,0.017158962258576573
48,0.01715821042206451
49,0.017157458585552444
50,0.01715670674904038
51,0.017155954912528314
52,0.01715520307601625
53,0.017154451239504185
54,0.01715369940299212
55,0.017152947566480056
56,0.01715219572996799
57,0.017151443893455926
58,0.017150692056943865
59,0.0171499402204318
60,0.017149188383919736
61,0.01714843654740767
62,0.017147684710895606
63,0.01714693287438354
64,0.017146181037871477
65,0.017145429201359412
66,0.017144677364847347
67,0.017143925528335283
68,0.017143173691823218
69,0.017142421855311153
70,0.01714167001879909
71,0.017140918182287027
72,0.017140166345774963
73,0.017139414509262898
74,0.017138662672750833
75,0.01713791083623877
76,0.017137158999726704
77,0.01713640716321464
78,0.017135655326702574
79,0.01713490349019051
80,0.017134151653678445
81,0.01713339981716638
82,0.017132647980654316
83,0.01713189614414225
84,0.01713114430763019
85,0.017130392471118125
86,0.01712964063460606
87,0.017128888798093996
88,0.01712813696158193
89,0.017127385125069866
90,0.0171266332885578
91,0.017140345226805843
92,0.017154057165053884
93,0.017167769103301925
94,0.017181481041549967
95,0.01719519297979801
96,0.017208904918046053
97,0.017222616856294094
98,0.017236328794542136
99,0.017250040732790177
100,0.01726375267103822
101,0.01727746460928626
102,0.0172911765475343
103,0.017304888485782342
104,0.017318600424030387
105,0.01733231236227843
106,0.01734602430052647
107,0.01735973623877451
108,0.017373448177022553
109,0.017387160115270594
110,0.017400872053518635
111,0.017414583991766677
112,0.017428295930014718
113,0.017442007868262763
114,0.017455719806510804
115,0.017469431744758845
116,0.017483143683006887
117,0.017496855621254928
118,0.01751056755950297
119,0.01752427949775101
120,0.017537991435999052
121,0.017551703374247093
122,0.01756541531249514
123,0.01757912725074318
124,0.01759283918899122
125,0.017606551127239262
126,0.017620263065487304
127,0.017633975003735345
128,0.017647686941983386
129,0.017661398880231428
130,0.01767511081847947
131,0.017688822756727514
132,0.017702534694975555
133,0.017716246633223597
134,0.017729958571471638
135,0.01774367050971968
136,0.01775738244796772
137,0.017771094386215762
138,0.017784806324463803
139,0.017798518262711845
140,0.017812230200959886
141,0.01782594213920793
142,0.017839654077455972
143,0.017853366015704013
144,0.017867077953952055
145,0.017880789892200096
146,0.017894501830448137
147,0.01790821376869618
148,0.01792192570694422
149,0.01793563764519226
150,0.017949349583440306
151,0.017963061521688348
152,0.01797677345993639
153,0.01799048539818443
154,0.01800419733643247
155,0.018017909274680513
156,0.018031621212928554
157,0.018045333151176596
158,0.018059045089424637
159,0.018072757027672682
160,0.018086468965920723
161,0.018100180904168765
162,0.018113892842416806
163,0.018127604780664847
164,0.01814131671891289
165,0.01815502865716093
166,0.01816874059540897
167,0.018182452533657013
168,0.018196164471905057
169,0.0182098764101531
170,0.01822358834840114
171,0.01823730028664918
172,0.018251012224897223
173,0.018264724163145264
174,0.018278436101393306
175,0.018292148039641347
176,0.018305859977889388
177,0.018319571916137433
178,0.018333283854385474
179,0.018346995792633516
180,0.018360707730881557
181,0.0183744196691296
182,0.01839742269774155
183,0.018420425726353495
184,0.018443428754965446
185,0.018466431783577396
186,0.018489434812189343
187,0.018512437840801293
188,0.01853544086941324
189,0.01855844389802519
190,0.01858144692663714
191,0.018604449955249087
192,0.018627452983861037
193,0.018650456012472987
194,0.018673459041084934
195,0.018696462069696884
196,0.01871946509830883
197,0.01874246812692078
198,0.01876547115553273
199,0.018788474184144678
200,0.01881147721275663
201,0.01883448024136858
202,0.018857483269980525
203,0.018880486298592476
204,0.018903489327204426
205,0.018926492355816373
206,0.018949495384428323
207,0.01897249841304027
208,0.01899550144165222
209,0.01901850447026417
