date_idx,cap_rate,Series ID,Year,Label,Value,debt_to_equity_ratio,market_cap
140,0.0178122302009598,APU0000708111,2014.0,2014 May,1.996,3.8963736263736255,54.48
141,0.0178259421392079,APU0000708111,2014.0,2014 May,1.996,3.898901098901099,54.19
142,0.0178396540774559,APU0000708111,2014.0,2014 May,1.996,3.9014285714285712,54.08
143,0.017853366015704,APU0000708111,2014.0,2014 May,1.996,3.903956043956044,54.46
144,0.017867077953952,APU0000708111,2014.0,2014 May,1.996,3.906483516483517,54.46
145,0.0178807898922,APU0000708111,2014.0,2014 May,1.996,3.909010989010989,54.46
146,0.0178945018304481,APU0000708111,2014.0,2014 May,1.996,3.911538461538461,54.46
147,0.0179082137686961,APU0000708111,2014.0,2014 May,1.996,3.914065934065934,54.86
148,0.0179219257069442,APU0000708111,2014.0,2014 May,1.996,3.916593406593407,54.67
149,0.0179356376451922,APU0000708111,2014.0,2014 May,1.996,3.919120879120879,51.36
150,0.0179493495834403,APU0000708111,2014.0,2014 May,1.996,3.921648351648352,51.73
151,0.0179630615216883,APU0000708111,2014.0,2014 May,1.996,3.924175824175824,51.73
152,0.0179767734599363,APU0000708111,2014.0,2014 Jun,1.948,3.926703296703297,51.73
153,0.0179904853981844,APU0000708111,2014.0,2014 Jun,1.948,3.929230769230769,51.83
154,0.0180041973364324,APU0000708111,2014.0,2014 Jun,1.948,3.9317582417582417,51.54
155,0.0180179092746805,APU0000708111,2014.0,2014 Jun,1.948,3.934285714285714,51.82
156,0.0180316212129285,APU0000708111,2014.0,2014 Jun,1.948,3.936813186813187,52.78
157,0.0180453331511765,APU0000708111,2014.0,2014 Jun,1.948,3.93934065934066,52.73
158,0.0180590450894246,APU0000708111,2014.0,2014 Jun,1.948,3.941868131868132,52.73
159,0.0180727570276726,APU0000708111,2014.0,2014 Jun,1.948,3.944395604395604,52.73
160,0.0180864689659207,APU0000708111,2014.0,2014 Jun,1.948,3.9469230769230768,51.89
161,0.0181001809041687,APU0000708111,2014.0,2014 Jun,1.948,3.9494505494505496,51.48
162,0.0181138928424168,APU0000708111,2014.0,2014 Jun,1.948,3.951978021978022,51.18
163,0.0181276047806648,APU0000708111,2014.0,2014 Jun,1.948,3.9545054945054954,50.93
164,0.0181413167189128,APU0000708111,2014.0,2014 Jun,1.948,3.957032967032967,51.01
165,0.0181550286571609,APU0000708111,2014.0,2014 Jun,1.948,3.9595604395604393,51.01
166,0.0181687405954089,APU0000708111,2014.0,2014 Jun,1.948,3.962087912087912,51.01
167,0.018182452533657,APU0000708111,2014.0,2014 Jun,1.948,3.9646153846153847,50.81
168,0.018196164471905,APU0000708111,2014.0,2014 Jun,1.948,3.967142857142857,51.21
169,0.0182098764101531,APU0000708111,2014.0,2014 Jun,1.948,3.9696703296703295,51.74
170,0.0182235883484011,APU0000708111,2014.0,2014 Jun,1.948,3.9721978021978015,51.98
171,0.0182373002866491,APU0000708111,2014.0,2014 Jun,1.948,3.974725274725275,52.03
172,0.0182510122248972,APU0000708111,2014.0,2014 Jun,1.948,3.9772527472527472,52.03
173,0.0182647241631452,APU0000708111,2014.0,2014 Jun,1.948,3.97978021978022,52.03
174,0.0182784361013933,APU0000708111,2014.0,2014 Jun,1.948,3.982307692307692,51.79
175,0.0182921480396413,APU0000708111,2014.0,2014 Jun,1.948,3.984835164835165,51.7
176,0.0183058599778893,APU0000708111,2014.0,2014 Jun,1.948,3.987362637362637,51.6
177,0.0183195719161374,APU0000708111,2014.0,2014 Jun,1.948,3.98989010989011,51.52
178,0.0183332838543854,APU0000708111,2014.0,2014 Jun,1.948,3.9924175824175823,51.91
179,0.0183469957926335,APU0000708111,2014.0,2014 Jun,1.948,3.994945054945055,51.91
180,0.0183607077308815,APU0000708111,2014.0,2014 Jun,1.948,3.997472527472528,51.91
181,0.0183744196691296,APU0000708111,2014.0,2014 Jun,1.948,4.0,51.67
182,0.0183974226977415,APU0000708111,2014.0,2014 Jul,1.95,4.000652173913044,51.86
183,0.0184204257263534,APU0000708111,2014.0,2014 Jul,1.95,4.001304347826087,51.82
184,0.0184434287549654,APU0000708111,2014.0,2014 Jul,1.95,4.001956521739131,51.63
185,0.0184664317835773,APU0000708111,2014.0,2014 Jul,1.95,4.002608695652174,51.63
186,0.0184894348121893,APU0000708111,2014.0,2014 Jul,1.95,4.003260869565217,51.63
187,0.0185124378408012,APU0000708111,2014.0,2014 Jul,1.95,4.003913043478261,51.63
188,0.0185354408694132,APU0000708111,2014.0,2014 Jul,1.95,4.004565217391304,51.74
189,0.0185584438980251,APU0000708111,2014.0,2014 Jul,1.95,4.005217391304348,51.81
190,0.0185814469266371,APU0000708111,2014.0,2014 Jul,1.95,4.005869565217392,52.1
191,0.018604449955249,APU0000708111,2014.0,2014 Jul,1.95,4.006521739130434,52.28
192,0.018627452983861,APU0000708111,2014.0,2014 Jul,1.95,4.007173913043478,52.52
193,0.0186504560124729,APU0000708111,2014.0,2014 Jul,1.95,4.007826086956522,52.52
194,0.0186734590410849,APU0000708111,2014.0,2014 Jul,1.95,4.008478260869565,52.52
195,0.0186964620696968,APU0000708111,2014.0,2014 Jul,1.95,4.009130434782609,52.65
196,0.0187194650983088,APU0000708111,2014.0,2014 Jul,1.95,4.0097826086956525,52.92
197,0.0187424681269207,APU0000708111,2014.0,2014 Jul,1.95,4.010434782608695,53.1
198,0.0187654711555327,APU0000708111,2014.0,2014 Jul,1.95,4.011086956521739,52.71
199,0.0187884741841446,APU0000708111,2014.0,2014 Jul,1.95,4.011739130434783,53.15
200,0.0188114772127566,APU0000708111,2014.0,2014 Jul,1.95,4.012391304347826,53.15
201,0.0188344802413685,APU0000708111,2014.0,2014 Jul,1.95,4.01304347826087,53.15
202,0.0188574832699805,APU0000708111,2014.0,2014 Jul,1.95,4.013695652173913,52.96
203,0.0188804862985924,APU0000708111,2014.0,2014 Jul,1.95,4.014347826086956,53.24
204,0.0189034893272044,APU0000708111,2014.0,2014 Jul,1.95,4.015,52.96
205,0.0189264923558163,APU0000708111,2014.0,2014 Jul,1.95,4.015652173913043,53.24
206,0.0189494953844283,APU0000708111,2014.0,2014 Jul,1.95,4.016304347826087,52.51
207,0.0189724984130402,APU0000708111,2014.0,2014 Jul,1.95,4.0169565217391305,52.51
208,0.0189955014416522,APU0000708111,2014.0,2014 Jul,1.95,4.017608695652174,52.51
209,0.0190185044702641,APU0000708111,2014.0,2014 Jul,1.95,4.018260869565217,52.98
210,0.0190415074988761,APU0000708111,2014.0,2014 Jul,1.95,4.0189130434782605,52.86
211,0.019064510527488,APU0000708111,2014.0,2014 Jul,1.95,4.019565217391304,52.88
212,0.0190875135561,APU0000708111,2014.0,2014 Jul,1.95,4.020217391304348,52.27
213,0.0191105165847119,APU0000708111,2014.0,2014 Aug,1.979,4.020869565217391,52.11
214,0.0191335196133239,APU0000708111,2014.0,2014 Aug,1.979,4.021521739130435,52.11
215,0.0191565226419358,APU0000708111,2014.0,2014 Aug,1.979,4.022173913043478,52.11
216,0.0191795256705478,APU0000708111,2014.0,2014 Aug,1.979,4.022826086956521,52.33
217,0.0192025286991597,APU0000708111,2014.0,2014 Aug,1.979,4.023478260869565,51.7
218,0.0192255317277717,APU0000708111,2014.0,2014 Aug,1.979,4.024130434782609,51.37
219,0.0192485347563836,APU0000708111,2014.0,2014 Aug,1.979,4.024782608695652,51.36
220,0.0192715377849956,APU0000708111,2014.0,2014 Aug,1.979,4.025434782608696,51.68
221,0.0192945408136075,APU0000708111,2014.0,2014 Aug,1.979,4.0260869565217385,51.68
222,0.0193175438422195,APU0000708111,2014.0,2014 Aug,1.979,4.026739130434782,51.68
223,0.0193405468708314,APU0000708111,2014.0,2014 Aug,1.979,4.027391304347826,52.22
224,0.0193635498994434,APU0000708111,2014.0,2014 Aug,1.979,4.028043478260869,51.94
225,0.0193865529280553,APU0000708111,2014.0,2014 Aug,1.979,4.028695652173913,52.37
226,0.0194095559566673,APU0000708111,2014.0,2014 Aug,1.979,4.029347826086957,52.29
227,0.0194325589852792,APU0000708111,2014.0,2014 Aug,1.979,4.029999999999999,52.47
228,0.0194555620138912,APU0000708111,2014.0,2014 Aug,1.979,4.030652173913043,52.47
229,0.0194785650425031,APU0000708111,2014.0,2014 Aug,1.979,4.031304347826087,52.47
230,0.019501568071115,APU0000708111,2014.0,2014 Aug,1.979,4.03195652173913,52.91
231,0.019524571099727,APU0000708111,2014.0,2014 Aug,1.979,4.032608695652174,52.79
232,0.0195475741283389,APU0000708111,2014.0,2014 Aug,1.979,4.0332608695652175,52.99
233,0.0195705771569509,APU0000708111,2014.0,2014 Aug,1.979,4.033913043478261,52.97
234,0.0195935801855628,APU0000708111,2014.0,2014 Aug,1.979,4.034565217391304,52.65
235,0.0196165832141748,APU0000708111,2014.0,2014 Aug,1.979,4.035217391304347,52.65
236,0.0196395862427867,APU0000708111,2014.0,2014 Aug,1.979,4.035869565217391,52.65
237,0.0196625892713987,APU0000708111,2014.0,2014 Aug,1.979,4.036521739130435,52.59
238,0.0196855923000106,APU0000708111,2014.0,2014 Aug,1.979,4.037173913043478,52.6
239,0.0197085953286226,APU0000708111,2014.0,2014 Aug,1.979,4.037826086956522,52.68
240,0.0197315983572345,APU0000708111,2014.0,2014 Aug,1.979,4.038478260869565,52.51
241,0.0197546013858465,APU0000708111,2014.0,2014 Aug,1.979,4.039130434782608,52.84
242,0.0197776044144584,APU0000708111,2014.0,2014 Aug,1.979,4.039782608695652,52.84
243,0.0198006074430704,APU0000708111,2014.0,2014 Aug,1.979,4.040434782608696,52.84
244,0.0198236104716823,APU0000708111,2014.0,2014 Sep,1.97,4.041086956521739,52.84
245,0.0198466135002943,APU0000708111,2014.0,2014 Sep,1.97,4.041739130434783,52.87
246,0.0198696165289062,APU0000708111,2014.0,2014 Sep,1.97,4.0423913043478255,53.08
247,0.0198926195575182,APU0000708111,2014.0,2014 Sep,1.97,4.043043478260869,52.92
248,0.0199156225861301,APU0000708111,2014.0,2014 Sep,1.97,4.043695652173913,53.82
249,0.0199386256147421,APU0000708111,2014.0,2014 Sep,1.97,4.044347826086956,53.82
250,0.019961628643354,APU0000708111,2014.0,2014 Sep,1.97,4.045,53.82
251,0.019984631671966,APU0000708111,2014.0,2014 Sep,1.97,4.045652173913044,53.57
252,0.0200076347005779,APU0000708111,2014.0,2014 Sep,1.97,4.046304347826086,53.59
253,0.0200306377291899,APU0000708111,2014.0,2014 Sep,1.97,4.04695652173913,52.96
254,0.0200536407578018,APU0000708111,2014.0,2014 Sep,1.97,4.0476086956521735,52.81
255,0.0200766437864138,APU0000708111,2014.0,2014 Sep,1.97,4.048260869565217,51.43
256,0.0200996468150257,APU0000708111,2014.0,2014 Sep,1.97,4.048913043478261,51.43
257,0.0201226498436377,APU0000708111,2014.0,2014 Sep,1.97,4.049565217391304,51.43
258,0.0201456528722496,APU0000708111,2014.0,2014 Sep,1.97,4.050217391304347,51.45
259,0.0201686559008616,APU0000708111,2014.0,2014 Sep,1.97,4.050869565217391,51.97
260,0.0201916589294735,APU0000708111,2014.0,2014 Sep,1.97,4.051521739130434,52.06
261,0.0202146619580855,APU0000708111,2014.0,2014 Sep,1.97,4.052173913043478,51.59
262,0.0202376649866974,APU0000708111,2014.0,2014 Sep,1.97,4.052826086956522,51.51
263,0.0202606680153094,APU0000708111,2014.0,2014 Sep,1.97,4.053478260869565,51.51
264,0.0202836710439213,APU0000708111,2014.0,2014 Sep,1.97,4.054130434782608,51.51
265,0.0203066740725333,APU0000708111,2014.0,2014 Sep,1.97,4.054782608695652,51.32
266,0.0203296771011452,APU0000708111,2014.0,2014 Sep,1.97,4.055434782608695,51.07
267,0.0203526801297572,APU0000708111,2014.0,2014 Sep,1.97,4.056086956521739,50.84
268,0.0203756831583691,APU0000708111,2014.0,2014 Sep,1.97,4.056739130434782,50.57
269,0.0203986861869811,APU0000708111,2014.0,2014 Sep,1.97,4.057391304347826,51.17
270,0.020421689215593,APU0000708111,2014.0,2014 Sep,1.97,4.058043478260869,51.17
271,0.020444692244205,APU0000708111,2014.0,2014 Sep,1.97,4.058695652173912,51.17
272,0.0204676952728169,APU0000708111,2014.0,2014 Sep,1.97,4.059347826086956,51.1
273,0.0204906983014289,APU0000708111,2014.0,2014 Sep,1.97,4.06,51.1
274,0.0205090530035361,APU0000708111,2014.0,2014 Oct,1.951,4.0589130434782605,51.24
275,0.0205274077056434,APU0000708111,2014.0,2014 Oct,1.951,4.0578260869565215,51.11
276,0.0205457624077507,APU0000708111,2014.0,2014 Oct,1.951,4.056739130434782,51.52
277,0.020564117109858,APU0000708111,2014.0,2014 Oct,1.951,4.055652173913043,51.52
278,0.0205824718119653,APU0000708111,2014.0,2014 Oct,1.951,4.054565217391304,51.52
279,0.0206008265140726,APU0000708111,2014.0,2014 Oct,1.951,4.053478260869565,51.61
280,0.0206191812161799,APU0000708111,2014.0,2014 Oct,1.951,4.052391304347826,51.08
281,0.0206375359182872,APU0000708111,2014.0,2014 Oct,1.951,4.051304347826086,52.23
282,0.0206558906203945,APU0000708111,2014.0,2014 Oct,1.951,4.050217391304347,52.41
283,0.0206742453225018,APU0000708111,2014.0,2014 Oct,1.951,4.049130434782608,52.34
284,0.0206926000246091,APU0000708111,2014.0,2014 Oct,1.951,4.048043478260869,52.34
285,0.0207109547267164,APU0000708111,2014.0,2014 Oct,1.951,4.04695652173913,52.34
286,0.0207293094288237,APU0000708111,2014.0,2014 Oct,1.951,4.045869565217391,52.04
287,0.020747664130931,APU0000708111,2014.0,2014 Oct,1.951,4.044782608695652,52.72
288,0.0207660188330383,APU0000708111,2014.0,2014 Oct,1.951,4.043695652173913,51.57
289,0.0207843735351456,APU0000708111,2014.0,2014 Oct,1.951,4.042608695652174,51.67
290,0.0208027282372529,APU0000708111,2014.0,2014 Oct,1.951,4.0415217391304346,52.33
291,0.0208210829393602,APU0000708111,2014.0,2014 Oct,1.951,4.040434782608696,52.33
292,0.0208394376414674,APU0000708111,2014.0,2014 Oct,1.951,4.039347826086956,52.33
293,0.0208577923435747,APU0000708111,2014.0,2014 Oct,1.951,4.038260869565217,52.93
294,0.020876147045682,APU0000708111,2014.0,2014 Oct,1.951,4.037173913043478,53.46
295,0.0208945017477893,APU0000708111,2014.0,2014 Oct,1.951,4.036086956521739,53.27
296,0.0209128564498966,APU0000708111,2014.0,2014 Oct,1.951,4.035,53.58
297,0.0209312111520039,APU0000708111,2014.0,2014 Oct,1.951,4.03391304347826,53.71
298,0.0209495658541112,APU0000708111,2014.0,2014 Oct,1.951,4.032826086956521,53.71
299,0.0209679205562185,APU0000708111,2014.0,2014 Oct,1.951,4.031739130434782,53.71
300,0.0209862752583258,APU0000708111,2014.0,2014 Oct,1.951,4.030652173913043,54.13
301,0.0210046299604331,APU0000708111,2014.0,2014 Oct,1.951,4.029565217391304,55.01
302,0.0210229846625404,APU0000708111,2014.0,2014 Oct,1.951,4.028478260869565,54.68
303,0.0210413393646477,APU0000708111,2014.0,2014 Oct,1.951,4.027391304347826,54.97
304,0.021059694066755,APU0000708111,2014.0,2014 Oct,1.951,4.026304347826087,55.69
